"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL2048148";"";"None";"341.44";"0";"3.72";"2i";"O=C(O)Cn1c(SCCCNc2ccccc2)nc2ccccc21";"IC50";"'='";"2690.0";"nM";"5.57";"";"";"UO_0000065";"16.31";"0.32";"1.85";"8.30";"0";"CHEMBL2051535";"Displacement of [3H]-PGD2 from human CRTh2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046289";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307715";"";"";"";"2690.0"
"CHEMBL2048147";"";"None";"326.42";"0";"3.85";"2f";"O=C(O)Cn1c(SCCCc2ccccc2)nc2ccccc21";"IC50";"'='";"475.0";"nM";"6.32";"";"";"UO_0000065";"19.37";"0.38";"2.47";"11.47";"0";"CHEMBL2051535";"Displacement of [3H]-PGD2 from human CRTh2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046289";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307715";"";"";"";"475.0"
"CHEMBL2048145";"";"None";"342.42";"0";"3.68";"2d";"O=C(O)Cn1c(SCCCOc2ccccc2)nc2ccccc21";"IC50";"'='";"786.0";"nM";"6.11";"";"";"UO_0000065";"17.83";"0.35";"2.42";"9.49";"0";"CHEMBL2051535";"Displacement of [3H]-PGD2 from human CRTh2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046289";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307715";"";"";"";"786.0"
"CHEMBL2048201";"";"None";"445.52";"0";"4.04";"14h";"CCN(CC)C(=O)c1ccc(OC)c(CSc2nc3cc(F)ccc3n2CC(=O)O)c1";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2051536";"Antagonist activity at human CRTh2 receptor expressed in HEK293 cells assessed as inhibition of PGD2-induced calcium flux by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046289";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307715";"";"";"";"130.0"
"CHEMBL2048200";"";"None";"479.53";"0";"4.49";"14g";"COc1ccc(C(=O)NCc2ccccc2)cc1CSc1nc2cc(F)ccc2n1CC(=O)O";"IC50";"'='";"94.0";"nM";"7.03";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2051536";"Antagonist activity at human CRTh2 receptor expressed in HEK293 cells assessed as inhibition of PGD2-induced calcium flux by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046289";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307715";"";"";"";"94.0"
"CHEMBL2048194";"";"None";"402.45";"0";"4.15";"14a";"CCOc1ccc(C(C)=O)cc1CSc1nc2cc(F)ccc2n1CC(=O)O";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2051536";"Antagonist activity at human CRTh2 receptor expressed in HEK293 cells assessed as inhibition of PGD2-induced calcium flux by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046289";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307715";"";"";"";"5.0"
"CHEMBL2048189";"";"None";"415.43";"0";"3.53";"13d";"COc1ccc(C(C)=O)cc1CSc1nc2cc([N+](=O)[O-])ccc2n1CC(=O)O";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2051536";"Antagonist activity at human CRTh2 receptor expressed in HEK293 cells assessed as inhibition of PGD2-induced calcium flux by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046289";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307715";"";"";"";"3.0"
"CHEMBL3916780";"";"None";"477.49";"0";"4.59";"BDBM205699";"O=C(O)Cc1cc2c(c(-c3ccc(F)c4c3CN(C(=O)OCc3ccccc3)CC4)c1)OCCO2";"IC50";"'='";"17.9";"nM";"7.75";"";"364317";"UO_0000065";"16.22";"0.30";"3.16";"9.08";"0";"CHEMBL3887945";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 ul. First, 25 ul of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 ul Binding-Buffer, 50 ul of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 ul CRTH2 membrane fragments, reaching a final concentration of 20 ug/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 ul of Microscint-40 (Packard) was added to each well and the retained radioactivity quantified in a Topcount (Packard).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886512";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"17.9"
"CHEMBL3985005";"";"None";"463.51";"1";"5.43";"BDBM205705";"O=C(O)CCCOc1ccc(F)cc1-c1cccc2c1CN(C(=O)OCc1ccccc1)CC2";"IC50";"'='";"289.0";"nM";"6.54";"";"364323";"UO_0000065";"14.11";"0.26";"1.11";"8.60";"0";"CHEMBL3887945";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 ul. First, 25 ul of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 ul Binding-Buffer, 50 ul of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 ul CRTH2 membrane fragments, reaching a final concentration of 20 ug/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 ul of Microscint-40 (Packard) was added to each well and the retained radioactivity quantified in a Topcount (Packard).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886512";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"289.0"
"CHEMBL3947265";"";"None";"465.93";"1";"5.47";"BDBM205710";"Cc1ccc(-c2cc(OCC(=O)O)ccc2Cl)c2c1CCN(C(=O)OCc1ccccc1)C2";"IC50";"'='";"250.0";"nM";"6.60";"";"364328";"UO_0000065";"14.17";"0.27";"1.13";"8.68";"0";"CHEMBL3887945";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 ul. First, 25 ul of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 ul Binding-Buffer, 50 ul of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 ul CRTH2 membrane fragments, reaching a final concentration of 20 ug/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 ul of Microscint-40 (Packard) was added to each well and the retained radioactivity quantified in a Topcount (Packard).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886512";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"250.0"
"CHEMBL3916679";"";"None";"480.56";"0";"4.80";"BDBM205618";"COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)/C=C/c1sc(C)nc1C)CC2";"IC50";"'='";"93.8";"nM";"7.03";"";"364236";"UO_0000065";"14.62";"0.28";"2.23";"8.81";"0";"CHEMBL3887945";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 ul. First, 25 ul of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 ul Binding-Buffer, 50 ul of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 ul CRTH2 membrane fragments, reaching a final concentration of 20 ug/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 ul of Microscint-40 (Packard) was added to each well and the retained radioactivity quantified in a Topcount (Packard).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886512";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"93.8"
"CHEMBL3984341";"";"None";"459.52";"0";"4.43";"BDBM205641";"COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1Cc3ccccc3C1)CC2";"IC50";"'='";"172.0";"nM";"6.76";"";"364259";"UO_0000065";"14.72";"0.27";"2.33";"10.12";"0";"CHEMBL3887945";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 ul. First, 25 ul of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 ul Binding-Buffer, 50 ul of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 ul CRTH2 membrane fragments, reaching a final concentration of 20 ug/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 ul of Microscint-40 (Packard) was added to each well and the retained radioactivity quantified in a Topcount (Packard).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886512";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"172.0"
"CHEMBL3935817";"";"None";"467.47";"0";"4.96";"BDBM205670";"COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccc(F)cc1)CC2";"IC50";"'='";"2.53";"nM";"8.60";"";"364288";"UO_0000065";"18.39";"0.35";"3.64";"11.30";"0";"CHEMBL3887945";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 ul. First, 25 ul of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 ul Binding-Buffer, 50 ul of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 ul CRTH2 membrane fragments, reaching a final concentration of 20 ug/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 ul of Microscint-40 (Packard) was added to each well and the retained radioactivity quantified in a Topcount (Packard).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886512";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"2.53"
"CHEMBL3907855";"";"None";"481.50";"1";"5.52";"BDBM205671";"COc1ccc(C(C)C(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1F)CC2";"IC50";"'='";"62.6";"nM";"7.20";"";"364289";"UO_0000065";"14.96";"0.28";"1.68";"9.47";"0";"CHEMBL3887945";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 ul. First, 25 ul of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 ul Binding-Buffer, 50 ul of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 ul CRTH2 membrane fragments, reaching a final concentration of 20 ug/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 ul of Microscint-40 (Packard) was added to each well and the retained radioactivity quantified in a Topcount (Packard).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886512";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"62.6"
"CHEMBL1778625";"";"None";"326.27";"0";"3.84";"19";"COc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1";"IC50";"'='";"251.0";"nM";"6.60";"";"";"UO_0000065";"20.23";"0.39";"2.76";"11.84";"0";"CHEMBL1780687";"Displacement of [3H]-PGD2 from CRTh2 receptor by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1777748";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"251.0"
"CHEMBL3093607";"";"None";"450.45";"1";"5.09";"15-11";"O=C(O)Cc1cnc(C(=O)c2ccc(NC(=O)c3cc4ccccc4o3)cc2)c2ccccc12";"IC50";"'='";"7.4";"nM";"8.13";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3094752";"Antagonist activity at human CRTH2 transfected in human KB8 cells assessed as inhibition of PGD2-induced increase in intracellular Ca2+ by fluo-4AM dye-based assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"KB8";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091404";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";"";"";"7.4"
"CHEMBL2023641";"";"None";"449.47";"0";"4.83";"15-10";"O=C(O)Cc1cnc(C(=O)c2ccc(NC(=O)c3cc4ccccc4[nH]3)cc2)c2ccccc12";"IC50";"'='";"4.2";"nM";"8.38";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3094752";"Antagonist activity at human CRTH2 transfected in human KB8 cells assessed as inhibition of PGD2-induced increase in intracellular Ca2+ by fluo-4AM dye-based assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"KB8";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091404";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";"";"";"4.2"
"CHEMBL2023657";"";"None";"472.93";"0";"4.72";"15-40";"O=C(O)Cc1cnc(C(=O)c2ccc(C(=O)NCCc3ccc(Cl)cc3)cc2)c2ccccc12";"IC50";"'='";"7.8";"nM";"8.11";"";"";"UO_0000065";"17.14";"0.33";"3.39";"8.41";"1";"CHEMBL3094753";"Displacement of [3H]PGD2 from human CRTH2 transfected in CHO cells by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091404";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"7.8"
"CHEMBL3093601";"";"None";"493.35";"1";"5.58";"15-30";"O=C(O)Cc1cnc(C(=O)c2ccc(NC(=O)Cc3ccc(Cl)c(Cl)c3)cc2)c2ccccc12";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"15.86";"0.31";"2.24";"8.12";"0";"CHEMBL3094753";"Displacement of [3H]PGD2 from human CRTH2 transfected in CHO cells by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091404";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"15.0"
"CHEMBL2023645";"";"None";"444.87";"0";"5.00";"15-19";"O=C(O)Cc1cnc(C(=O)c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)c2ccccc12";"IC50";"'='";"3.4";"nM";"8.47";"";"";"UO_0000065";"19.04";"0.36";"3.47";"8.79";"1";"CHEMBL3094753";"Displacement of [3H]PGD2 from human CRTH2 transfected in CHO cells by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091404";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"3.4"
"CHEMBL3093605";"";"None";"418.45";"0";"3.46";"15-6";"O=C(O)Cc1cnc(C(=O)c2ccc(NC(=O)C3CCOCC3)cc2)c2ccccc12";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"15.29";"0.28";"2.94";"6.06";"0";"CHEMBL3094753";"Displacement of [3H]PGD2 from human CRTH2 transfected in CHO cells by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091404";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"400.0"
"CHEMBL3125328";"";"None";"527.60";"2";"6.14";"3c";"CCCC1(c2ccccc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1";"IC50";"'='";"73.4";"nM";"7.13";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3128665";"Antagonist activity at human CRTH2 receptor expressed in HEK cells assessed as inhibition of forskolin-induced cAMP formation preincubated for 10 mins followed by forskolin challenge measured after 10 to 60 mins by ELISA assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124832";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307715";"";"";"";"73.4"
"CHEMBL3338131";"";"None";"484.55";"0";"3.51";"60";"Cc1c(Cc2ccccc2S(=O)(=O)c2ccc(F)cc2)c2c(n1CC(=O)O)CC(C)(C)NC2=O";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3377189";"Antagonist activity at CRTh2 (unknown origin) stably expressed in PGD2-stimulated CHO.K1 cells preincubated for 1 hr by radio-labelled [35S]-GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO.K1";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351921";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"5.0"
"CHEMBL3338133";"";"None";"454.94";"0";"4.51";"68";"Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(Cl)nccc2n1CC(=O)O";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3377189";"Antagonist activity at CRTh2 (unknown origin) stably expressed in PGD2-stimulated CHO.K1 cells preincubated for 1 hr by radio-labelled [35S]-GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO.K1";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351921";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"16.0"
"CHEMBL3902827";"";"None";"509.58";"1";"4.09";"BDBM205556";"COc1ccc(CC(=O)O)cc1-c1ccc(S(C)(=O)=O)c2c1CN(C(=O)OCc1ccccc1)CC2";"IC50";"'='";"149.0";"nM";"6.83";"";"364174";"UO_0000065";"13.40";"0.26";"2.74";"6.19";"0";"CHEMBL3887945";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 ul. First, 25 ul of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 ul Binding-Buffer, 50 ul of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 ul CRTH2 membrane fragments, reaching a final concentration of 20 ug/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 ul of Microscint-40 (Packard) was added to each well and the retained radioactivity quantified in a Topcount (Packard).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886512";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"149.0"
"CHEMBL3904977";"";"None";"507.58";"1";"4.21";"BDBM205560";"CS(=O)(=O)c1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2";"IC50";"'='";"6.6";"nM";"8.18";"";"364178";"UO_0000065";"16.12";"0.31";"3.97";"8.92";"0";"CHEMBL3887945";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 ul. First, 25 ul of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 ul Binding-Buffer, 50 ul of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 ul CRTH2 membrane fragments, reaching a final concentration of 20 ug/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 ul of Microscint-40 (Packard) was added to each well and the retained radioactivity quantified in a Topcount (Packard).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886512";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"6.6"
"CHEMBL1917389";"";"None";"321.16";"0";"3.86";"8c";"O=C(O)COc1ccc(Cl)cc1C#Cc1cccc(Cl)c1";"IC50";"'='";"114.0";"nM";"6.94";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1920643";"Antagonist activity at human CRTH2 expressed in human CHO cells by cellular dielectric spectroscopy";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914440";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";"";"";"114.0"
