"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL398303";"";"None";"466.53";"0";"4.30";"5, TRQ-11238";"O=C(O)Cn1cc(CCN(Cc2ccccc2)S(=O)(=O)c2ccc(F)cc2)c2ccccc21";"IC50";"'='";"3.981";"nM";"8.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL925013";"Antagonist activity at human CRTH2 receptor assessed as inhibition of PGD2-induced signaling by inositol-phosphate assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140470";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"-8.4"
"CHEMBL3125161";"";"None";"556.62";"2";"5.97";"3q-(S)";"C[C@@]1(c2nc3ccccc3s2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1";"IC50";"'='";"17.2";"nM";"7.76";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3128665";"Antagonist activity at human CRTH2 receptor expressed in HEK cells assessed as inhibition of forskolin-induced cAMP formation preincubated for 10 mins followed by forskolin challenge measured after 10 to 60 mins by ELISA assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124832";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307715";"";"";"";"17.2"
"CHEMBL3093600";"";"None";"502.53";"2";"6.14";"15-29";"O=C(O)Cc1cnc(C(=O)c2ccc(NC(=O)c3ccc(Oc4ccccc4)cc3)cc2)c2ccccc12";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"15.63";"0.28";"1.71";"7.44";"0";"CHEMBL3094753";"Displacement of [3H]PGD2 from human CRTH2 transfected in CHO cells by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091404";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"14.0"
"CHEMBL3093599";"";"None";"486.53";"1";"6.01";"15-28";"O=C(O)Cc1cnc(C(=O)c2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cc2)c2ccccc12";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"15.92";"0.29";"1.73";"8.04";"0";"CHEMBL3094753";"Displacement of [3H]PGD2 from human CRTH2 transfected in CHO cells by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091404";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"18.0"
"CHEMBL3093598";"";"None";"453.50";"0";"4.41";"15-27";"CN(C)c1ccc(C(=O)Nc2ccc(C(=O)c3ncc(CC(=O)O)c4ccccc34)cc2)cc1";"IC50";"'='";"6.2";"nM";"8.21";"";"";"UO_0000065";"18.10";"0.33";"3.80";"8.24";"0";"CHEMBL3094753";"Displacement of [3H]PGD2 from human CRTH2 transfected in CHO cells by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091404";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"6.2"
"CHEMBL2023655";"";"None";"466.32";"1";"5.98";"15-42";"O=C(O)Cc1cnc(C(=O)c2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)c2ccccc12";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL3094752";"Antagonist activity at human CRTH2 transfected in human KB8 cells assessed as inhibition of PGD2-induced increase in intracellular Ca2+ by fluo-4AM dye-based assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"KB8";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091404";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";"";"";"180.0"
"CHEMBL3093600";"";"None";"502.53";"2";"6.14";"15-29";"O=C(O)Cc1cnc(C(=O)c2ccc(NC(=O)c3ccc(Oc4ccccc4)cc3)cc2)c2ccccc12";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3094752";"Antagonist activity at human CRTH2 transfected in human KB8 cells assessed as inhibition of PGD2-induced increase in intracellular Ca2+ by fluo-4AM dye-based assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"KB8";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091404";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";"";"";"120.0"
"CHEMBL3093605";"";"None";"418.45";"0";"3.46";"15-6";"O=C(O)Cc1cnc(C(=O)c2ccc(NC(=O)C3CCOCC3)cc2)c2ccccc12";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3094752";"Antagonist activity at human CRTH2 transfected in human KB8 cells assessed as inhibition of PGD2-induced increase in intracellular Ca2+ by fluo-4AM dye-based assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"KB8";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091404";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";"";"";"1000.0"
"CHEMBL2023655";"";"None";"466.32";"1";"5.98";"15-42";"O=C(O)Cc1cnc(C(=O)c2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)c2ccccc12";"IC50";"'='";"38.0";"nM";"7.42";"";"";"UO_0000065";"15.91";"0.32";"1.44";"9.70";"1";"CHEMBL3094753";"Displacement of [3H]PGD2 from human CRTH2 transfected in CHO cells by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091404";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"38.0"
"CHEMBL3093591";"";"None";"507.37";"2";"5.37";"15-41";"O=C(O)Cc1cnc(C(=O)c2ccc(C(=O)NCCc3ccc(Cl)c(Cl)c3)cc2)c2ccccc12";"IC50";"'='";"3.7";"nM";"8.43";"";"";"UO_0000065";"16.62";"0.33";"3.06";"8.75";"0";"CHEMBL3094753";"Displacement of [3H]PGD2 from human CRTH2 transfected in CHO cells by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091404";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"3.7"
"CHEMBL3093590";"";"None";"444.87";"0";"5.00";"15-38";"O=C(O)Cc1cnc(C(=O)c2ccc(C(=O)Nc3ccc(Cl)cc3)cc2)c2ccccc12";"IC50";"'='";"8.2";"nM";"8.09";"";"";"UO_0000065";"18.18";"0.35";"3.09";"8.39";"0";"CHEMBL3094753";"Displacement of [3H]PGD2 from human CRTH2 transfected in CHO cells by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091404";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"8.2"
"CHEMBL1689131";"";"None";"468.45";"0";"3.58";"30";"C[C@H]1CN(Cc2cc(C(F)(F)F)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(F)cc1";"IC50";"'='";"0.3";"nM";"9.52";"";"";"UO_0000065";"20.33";"0.39";"5.94";"13.59";"0";"CHEMBL1693030";"Displacement of [3H]PGD2 from human CRTh2 receptor expressed in HEK293 cells after 2 hrs by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687938";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3307715";"";"";"";"0.3"
"CHEMBL1689119";"";"None";"438.93";"0";"2.70";"18, (S)-enantiomer";"C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1";"IC50";"'='";"0.8";"nM";"9.10";"";"";"UO_0000065";"20.73";"0.43";"6.40";"10.44";"0";"CHEMBL1693030";"Displacement of [3H]PGD2 from human CRTh2 receptor expressed in HEK293 cells after 2 hrs by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687938";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3307715";"";"";"";"0.8"
"CHEMBL1689129";"";"None";"451.35";"0";"3.73";"28";"C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1Cl";"IC50";"'='";"5.6";"nM";"8.25";"";"";"UO_0000065";"18.28";"0.38";"4.52";"11.77";"0";"CHEMBL1693030";"Displacement of [3H]PGD2 from human CRTh2 receptor expressed in HEK293 cells after 2 hrs by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687938";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3307715";"";"";"";"5.6"
"CHEMBL1689119";"";"None";"438.93";"0";"2.70";"18, (S)-enantiomer";"C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1693035";"Antagonist activity against human CRTh2 receptor expressed in CHO cells assessed as inhibition of PGD2-mediated Ca2+ flux";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687938";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";"";"";"16.0"
"CHEMBL1689110";"";"None";"458.46";"0";"2.68";"9";"O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"16.89";"0.34";"5.06";"8.89";"0";"CHEMBL1693030";"Displacement of [3H]PGD2 from human CRTh2 receptor expressed in HEK293 cells after 2 hrs by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687938";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3307715";"";"";"";"18.0"
"CHEMBL1689132";"";"None";"479.40";"0";"4.47";"31";"C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)C(C)(C)c1ccc(Cl)cc1";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"16.06";"0.33";"3.23";"10.99";"0";"CHEMBL1693030";"Displacement of [3H]PGD2 from human CRTh2 receptor expressed in HEK293 cells after 2 hrs by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687938";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3307715";"";"";"";"20.0"
"CHEMBL1643786";"";"None";"430.50";"0";"3.43";"21";"CCN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1";"IC50";"'='";"8.1";"nM";"8.09";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1645651";"Antagonist activity at human recombinant CRTH2 receptor expressed in HEK293 cells assessed as inhibition of DK-PGD2-induced intracellular cAMP formation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641519";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";"";"8.1"
"CHEMBL1643774";"";"None";"450.92";"0";"3.70";"9";"CN([C@@H]1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1)S(=O)(=O)c1ccc(F)cc1";"IC50";"'='";"11.5";"nM";"7.94";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1645652";"Antagonist activity at CRTH2 receptor in human whole blood assessed as inhibition of DK-PGD2-induced eosinophils shape change";"F";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641519";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"11.5"
"CHEMBL5807311";"";"None";"371.39";"0";"3.35";"BDBM466795";"Cc1c(C2=CS(=O)(=O)c3ccccc32)c2ccc(F)cc2n1CC(=O)O";"IC50";"'='";"550.0";"nM";"6.26";"";"964252";"UO_0000065";"16.85";"0.33";"2.91";"8.20";"0";"CHEMBL5735877";"Biological Activity Assay: Experimental Method:PathHunter CHO-K1 CRTH2 β-arrestin cells (DiscoverX, catalogue number 93-0291C2) grew under standard conditions, and were inoculated into a white-wall 384-well microplate at a density of 5,000 cells/well. 20 μL of Cell Plating Reagent 1 was used in each well. Before the test, the cells were incubated overnight at 37° C./5% CO2. A test compound was serially diluted in DMSO with a dilution factor of 3-fold to give 8 concentrations of the test compound. Shortly before the test, the serially diluted test compound was further diluted with the test buffer to 5 times of the test concentration. 5 μL of the further diluted test compound was added to the cells, and the cells were incubated for 30 min at 37° C. The concentration of the solvent was 1%. 5 μL of 6×EC80 agonist (PGD2) buffer was added to the cells, and the cells were incubated for 90 min at 37° C. Measured signals were generated by one-time addition of 15 μL (50% v/v) of PathHunter detection mixture reagent and subsequent one-hour incubation. The microplate was read through the chemiluminescent signals of PerkinElmer Envision reader. Biological activity of the test compound was analyzed by CBIS data analysis suite (ChemInnovation, CA), and was denoted as IC50 value.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728026";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"550.0"
"CHEMBL3343125";"";"None";"476.50";"0";"3.89";"50";"CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)CN(C)C";"IC50";"'='";"163.0";"nM";"6.79";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3385688";"Antagonist activity at CRTh2 receptor (unknown origin) overexpressed in CHOK1 cell membranes assessed as inhibition of [35S]-GTPgammaS binding measured after 2 hrs by liquid scintillation counting analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352411";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307512";"";"";"";"163.0"
"CHEMBL3343130";"";"None";"475.47";"0";"3.71";"55";"Cc1ccc2c(CC(=O)O)cn(-c3ccc(C(F)(F)F)cc3CN(CCO)C(=O)C3CC3)c2n1";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3385688";"Antagonist activity at CRTh2 receptor (unknown origin) overexpressed in CHOK1 cell membranes assessed as inhibition of [35S]-GTPgammaS binding measured after 2 hrs by liquid scintillation counting analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352411";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307512";"";"";"";"14.0"
"CHEMBL3338090";"";"None";"438.51";"0";"2.59";"3";"Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CCNC2=O";"IC50";"'='";"6.5";"nM";"8.19";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3377754";"Antagonist activity at CRTh2 (unknown origin) stably expressed in CHO.K1 cells co-mixing the compound and PGD2 by radio-labelled [35S]-GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO.K1";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351921";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"6.5"
"CHEMBL3338090";"";"None";"438.51";"0";"2.59";"3";"Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CCNC2=O";"IC50";"'='";"4.9";"nM";"8.31";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3377755";"Antagonist activity at CRTh2 (unknown origin) stably expressed in PGD2-stimulated CHO.K1 cells preincubated for 15 mins by radio-labelled [35S]-GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO.K1";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351921";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"4.9"
"CHEMBL3338130";"";"None";"466.56";"0";"3.37";"59";"Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CC(C)(C)NC2=O";"IC50";"'='";"2.9";"nM";"8.54";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3377758";"Antagonist activity at CRTh2 (unknown origin) stably expressed in PGD2-stimulated CHO.K1 cells preincubated for 120 mins by radio-labelled [35S]-GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO.K1";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351921";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"2.9"
"CHEMBL3338141";"";"None";"445.44";"0";"4.41";"6";"CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)cn2nccc12)C(=O)C1CC1";"IC50";"'='";"247.0";"nM";"6.61";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3377760";"Antagonist activity at CRTh2 receptor (unknown origin) overexpressed in CHOK1 cell membranes assessed as inhibition of [35S]-GTPgammaS binding at 1 to 5 uM preincubated for 1 hr followed by 50 nM PGD2 and 0.1 nM [35S]-GTPgammaS addition measured after 2 hrs by liquid scintillation counting analysis relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352694";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307512";"";"";"";"247.0"
"CHEMBL3338144";"";"None";"445.44";"0";"4.57";"1";"CCN(Cc1cc(C(F)(F)F)ccc1-c1nn(CC(=O)O)c2ccccc12)C(=O)C1CC1";"IC50";"'='";"47.0";"nM";"7.33";"";"";"UO_0000065";"16.45";"0.31";"2.76";"9.71";"0";"CHEMBL3377761";"Antagonist activity at CRTh2 receptor in human eosinophil assessed as inhibition of PGD2-induced cell shape change";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352694";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"47.0"
"CHEMBL217393";"";"None";"435.66";"0";"3.98";"28";"O=C(O)COc1ccc(Br)cc1C(=O)c1cnn(-c2ccc(Cl)cc2)c1";"IC50";"'='";"1.5";"nM";"8.82";"";"";"UO_0000065";"20.25";"0.46";"4.84";"10.84";"0";"CHEMBL908864";"Displacement of [3H]PGD2 from human CRTH2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"1.5"
"CHEMBL385624";"";"None";"336.35";"0";"2.88";"20";"Cc1ccc(OCC(=O)O)c(C(=O)c2cnn(-c3ccccc3)c2)c1";"IC50";"'='";"48.0";"nM";"7.32";"";"";"UO_0000065";"21.76";"0.40";"4.44";"8.99";"0";"CHEMBL908864";"Displacement of [3H]PGD2 from human CRTH2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"48.0"
"CHEMBL217053";"";"None";"401.22";"0";"3.33";"19";"O=C(O)COc1ccc(Br)cc1C(=O)c1cnn(-c2ccccc2)c1";"IC50";"'='";"1.5";"nM";"8.82";"";"";"UO_0000065";"21.99";"0.48";"5.49";"10.84";"0";"CHEMBL908864";"Displacement of [3H]PGD2 from human CRTH2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"1.5"
"CHEMBL386606";"";"None";"352.35";"0";"2.58";"21";"COc1ccc(OCC(=O)O)c(C(=O)c2cnn(-c3ccccc3)c2)c1";"IC50";"'='";"4200.0";"nM";"5.38";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908865";"Antagonist activity against CRTH2 receptor measured as inhibition of PGD2-induced beta-arrestin translocation in HEK293 cells by BRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"4200.0"
"CHEMBL213657";"";"None";"322.32";"0";"2.57";"16";"O=C(O)COc1ccccc1C(=O)c1cnn(-c2ccccc2)c1";"IC50";"'='";"5350.0";"nM";"5.27";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908865";"Antagonist activity against CRTH2 receptor measured as inhibition of PGD2-induced beta-arrestin translocation in HEK293 cells by BRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"5350.0"
"CHEMBL214620";"";"None";"379.38";"0";"2.46";"5";"COc1ccc(-c2cnnc(N/N=C/c3ccccc3OCC(=O)O)n2)cc1";"IC50";"'='";"1580.0";"nM";"5.80";"";"";"UO_0000065";"15.29";"0.28";"3.34";"4.88";"0";"CHEMBL908864";"Displacement of [3H]PGD2 from human CRTH2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"1580.0"
"CHEMBL2204469";"";"None";"441.41";"0";"3.65";"32";"Cc1c(Cc2ccc(=O)n(Cc3ccc(F)cc3F)n2)c2cc(F)ccc2n1CC(=O)O";"IC50";"'='";"0.8";"nM";"9.10";"";"";"UO_0000065";"20.61";"0.39";"5.45";"11.80";"0";"CHEMBL2209450";"Binding affinity to human CRTH2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203126";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"0.8"
"CHEMBL1933761";"";"None";"607.51";"2";"6.24";"3";"CCCCNC(=O)c1ccc(Oc2ccc(C3(C(=O)O)CC3)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1936378";"Displacement of [3H]PGD2 from human CRTH2 receptor expressed in 293 cells by scintillation counting in presence of 0.5 % BSA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307715";"";"";"";"10.0"
