SMILES,Name
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,Etodolac
CCCNC(C)C(=O)Nc1ccccc1C,Prilocaine
NC1=NCC2c3ccccc3Cc3ccccc3N12,Epinastine
NC1CC1c1ccccc1,Tranylcypromine
CCN1C(=O)NC(c2ccccc2)C1=O,Ethotoin
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,Tretinoin
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,Hexachlorophene
O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,Dolasetron
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,Clopidogrel
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,Tetracycline
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,Meropenem
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,Irinotecan
Cn1cc[nH]c1=S,Methimazole
C[C@](N)(Cc1ccc(O)cc1)C(=O)O,Metyrosine
O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,Clavulanic acid
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,Olopatadine
CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Hydrocortamate
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,Alprostadil
C[N@+]12CC[C@H](CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,Clidinium
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,Etoposide
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,Hydroflumethiazide
CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,Tirofiban
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,Oxcarbazepine
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,Propiomazine
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,Nalidixic acid
NNCCc1ccccc1,Phenelzine
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,Propantheline
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Estradiol
Cc1cccc(Nc2ccccc2C(=O)O)c1C,Mefenamic acid
Nc1nc(=O)c2ncn(COCCO)c2[nH]1,Acyclovir
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,Naproxen
CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,Perindopril
O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,Uracil mustard
CN(C)CCN(Cc1ccccc1)c1ccccn1,Tripelennamine
Clc1cc(Cl)c(OCC#CI)cc1Cl,Haloprogin
CCC1(c2ccccc2)C(=O)NCNC1=O,Primidone
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,Sulfasalazine
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Candesartan cilexetil
c1ccc(CC2=NCCN2)cc1,Tolazoline
CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,Tazarotene
Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,Fenoldopam
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,Halazepam
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,Alfentanil
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,Dicyclomine
Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,Minaprine
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,Pentoxifylline
CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,Proparacaine
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,Indapamide
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,Tropicamide
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,Biperiden
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,Ribavirin
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,Phenylbutazone
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,Fentanyl
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,Meloxicam
CC(C)NCC(O)c1cc(O)cc(O)c1,Orciprenaline
CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,Rosoxacin
CC(C)c1cccc(C(C)C)c1O,Propofol
CC(=O)Nc1nnc(S(N)(=O)=O)s1,Acetazolamide
CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,Tadalafil
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,Carprofen
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,Ethynodiol diacetate
CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,Enprofylline
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Levomenthol
C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,Natamycin
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,Cinoxacin
C[C@@H]1O[C@@H]1P(=O)(O)O,Fosfomycin
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,Diazepam
CC1NCCOC1c1ccccc1,Phenmetrazine
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,Trifluoperazine
CN1C(=O)CC(c2ccccc2)C1=O,Phensuximide
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,Cefaclor
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,Mifepristone
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,Loperamide
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,Clocortolone
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,Tolazamide
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,Dobutamine
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,Oxazepam
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Donepezil
Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,Nalbuphine
CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,Clofazimine
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,Flurandrenolide
c1ccc([C@H]2CN3CCSC3=N2)cc1,Levamisole
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,Methylphenobarbital
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,Perphenazine
CN(C)/N=N/c1[nH]cnc1C(N)=O,Dacarbazine
CN[C@@H](C)[C@@H](O)c1ccccc1,Pseudoephedrine
Cn1nnc2c(C(N)=O)ncn2c1=O,Temozolomide
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,Levorphanol
OCC(O)COc1ccc(Cl)cc1,Chlorphenesin
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,Terbinafine
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,Prednisolone
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,Diflunisal
CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,Vardenafil
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,Ranitidine
C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,Benzphetamine
C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1,Ritodrine
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,Benzonatate
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,Dorzolamide
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,Suprofen
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,Terbutaline
Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2,Conivaptan
CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Loteprednol etabonate
COc1ccccc1OCC(O)CO,Guaifenesin
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,Flupentixol
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,Eprosartan
N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,Chlorhexidine
N=c1nc(O)n([C@@H]2CS[C@H](CO)O2)cc1F,Emtricitabine
NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,Chlorothiazide
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,Quinapril
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,Clomifene
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],Isosorbide dinitrate
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,Risedronic acid
Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12,Pemirolast
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,Bumetanide
CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2,Granisetron
C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,Dienestrol
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,Sulfapyridine
CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,Oxybuprocaine
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,Testolactone
CC1(C)S[C@H](C(NC(=O)Cc2ccccc2)C(=O)NCCCC[C@@H](N)C(=O)O)N[C@H]1C(=O)O.NCCCC[C@@H](N)C(=O)O,Benzylpenicilloyl polylysine
CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Rimexolone
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,Triazolam
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,Remifentanil
O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1,Didanosine
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,Methdilazine
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,Etacrynic acid
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,Ondansetron
CCNC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,Bimatoprost
Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,Tiagabine
COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Cocaine
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,Quinidine
NS(=O)(=O)Cc1noc2ccccc12,Zonisamide
C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,Paricalcitol
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,Tinidazole
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,Repaglinide
CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,Anileridine
N=C(N)NC(=N)NCCc1ccccc1,Phenformin
NC12CC3CC(CC(C3)C1)C2,Amantadine
Cc1ncc([N+](=O)[O-])n1CCO,Metronidazole
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,Dinoprostone
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,Almotriptan
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,Spectinomycin
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,Ketotifen
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,Buprenorphine
C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,Levosimendan
NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,Ceforanide
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,Cyclobenzaprine
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,Phenoxybenzamine
NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,Famotidine
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,Azacitidine
CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,Misoprostol
C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,Metacycline
CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,Tipranavir
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,Mesoridazine
CNCCCC12CCC(c3ccccc31)c1ccccc12,Maprotiline
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,Oxymetazoline
O=C(O)c1ccccc1O,Salicylic acid
CCN(CC)C(C)C(=O)c1ccccc1,Diethylpropion
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,Salmeterol
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,Meclofenamic acid
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,Methantheline
C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,Hexafluronium
OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,Cycrimine
Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,Zalcitabine
CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,Demecarium
CC(=O)Oc1ccccc1C(=O)O,Acetylsalicylic acid
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,Phenprocoumon
C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,Fulvestrant
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,Mezlocillin
NC(=O)OCC(COC(N)=O)c1ccccc1,Felbamate
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,Fexofenadine
NNC(=O)c1ccncc1,Isoniazid
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,Naratriptan
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,Rizatriptan
CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,Netilmicin
COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,Hydrocodone
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,Norgestimate
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,Methylprednisolone
CC(C)NCC(O)COc1cccc2[nH]ccc12,Pindolol
Cc1cccc(C)c1NC(=O)C1CCCCN1C,Mepivacaine
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,Zaleplon
Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,Apraclonidine
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Telmisartan
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,Desloratadine
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,Methyldopa
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,Alosetron
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,Azelastine
O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,Ezetimibe
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,Dipyridamole
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,Ethinylestradiol
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,Lomefloxacin
CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,Cyclopentolate
CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,Ramelteon
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,Physostigmine
CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,Isotretinoin
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,Formoterol
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,Nandrolone phenpropionate
CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2nc(Cl)[nH]c2n(C)c1=O,Dimenhydrinate
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,Glycopyrronium
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,Cytarabine
NCCc1ccc(O)c(O)c1,Dopamine
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,Rivastigmine
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,Exemestane
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,Oxaprozin
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,Azathioprine
NCC1(CC(=O)O)CCCCC1,Gabapentin
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,Doxorubicin
CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,Frovatriptan
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,Hydrochlorothiazide
CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,Cyclacillin
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,Albuterol
CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,Levobupivacaine
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,Cromoglicic acid
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,Ganciclovir
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,Letrozole
Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,Tioconazole
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,Ketoprofen
CC[N+](C)(C)c1cccc(O)c1,Edrophonium
CC(C)(C(=O)c1cccnc1)c1cccnc1,Metyrapone
C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,Cinacalcet
CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Clobetasol propionate
O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,Balsalazide
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,Sulfamethoxazole
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,Glyburide
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,Minocycline
N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,Guanfacine
O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,Isosorbide mononitrate
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,Trichlormethiazide
CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,Phylloquinone
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,Felodipine
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,Mycophenolic acid
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,Amlexanox
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,Ketoconazole
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,Irbesartan
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Topotecan
C#CC1(OC(N)=O)CCCCC1,Ethinamate
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,Probenecid
S=c1nc[nH]c2nc[nH]c12,Mercaptopurine
CCN(CC)CCNC(=O)c1ccc(N)cc1,Procainamide
Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,Tolterodine
C#CCN(C)[C@H](C)Cc1ccccc1,Selegiline
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,Fenofibrate
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,Thalidomide
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,Melphalan
CC12CC3CC(C)(C1)CC(N)(C3)C2,Memantine
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Gatifloxacin
CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1,Lubiprostone
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,Fluocinonide
Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,Abacavir
CC(C)Cc1ccc(C(C)C(=O)O)cc1,Ibuprofen
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,Novobiocin
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,Benzylpenicillin
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,Nitrendipine
Cc1cccc(C)c1NC(=O)C(C)N,Tocainide
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,Praziquantel
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,Norfloxacin
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,Amoxicillin
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,Azlocillin
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,Oxybutynin
CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,Acetophenazine
CC(C)NCC(O)c1ccc(O)c(O)c1,Isoprenaline
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,Melatonin
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,Cefditoren
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,Glipizide
