SMILES,Name
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,Cyproheptadine
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,Bendroflumethiazide
Oc1ncnc2[nH]ncc12,Allopurinol
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,Ceftazidime
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,Cerivastatin
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,Trimethoprim
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,Gemcitabine
C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)nc(N)[nH]c21,Entecavir
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,Betamethasone
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,Teniposide
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,Epirubicin
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,Chloramphenicol
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,Loracarbef
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,Lansoprazole
CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,Dipivefrin
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,Droperidol
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,Levothyroxine
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,Framycetin
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,Meperidine
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,Loratadine
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,Cefalotin
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,Prazosin
CN(C)CCCN1c2ccccc2CCc2ccccc21,Imipramine
COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,Acitretin
COc1ccc2cc(CCC(C)=O)ccc2c1,Nabumetone
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,Ketorolac
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,Enoxacin
C=C[C@H]1C[N@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,Quinine
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,Tenoxicam
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,Dronabinol
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,Montelukast
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,Fluoxetine
CC(CNC1CCCCC1)OC(=O)c1ccccc1,Hexylcaine
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,Methohexital
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,Chlordiazepoxide
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,Duloxetine
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,Chlorpromazine
CC(N)C12CC3CC(CC(C3)C1)C2,Rimantadine
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,Amikacin
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,Lenalidomide
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,Raloxifene
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,Celecoxib
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,Dicloxacillin
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21,Nabilone
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,Pefloxacin
CN(C)c1nc(N(C)C)nc(N(C)C)n1,Altretamine
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,Sotalol
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,Buspirone
OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,Miglitol
CCC(=O)O[C@@H](O[P@@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,Fosinopril
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,Cefotaxime
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,Entacapone
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,Zidovudine
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,Darifenacin
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,Oxycodone
O=C1c2ccccc2C(=O)C1c1ccccc1,Phenindione
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,Flutamide
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,Tolmetin
CN/C(=N/C#N)NCCSCc1nc[nH]c1C,Cimetidine
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Haloperidol
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,Ritonavir
C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,Levallorphan
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,Nitazoxanide
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,Triflupromazine
N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,Dextrothyroxine
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,Dextromethorphan
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,Albendazole
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,Trandolapril
CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,Carteolol
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,Alitretinoin
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,Metolazone
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,Tolnaftate
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,Cinchocaine
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,Lercanidipine
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,Erlotinib
O=P1(N(CCCl)CCCl)NCCCO1,Cyclophosphamide
CCC1(c2ccccc2)NC(=O)N(C)C1=O,Mephenytoin
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,Rofecoxib
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,Cefdinir
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,Ciprofloxacin
CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,Toremifene
CNCCC=C1c2ccccc2CCc2ccccc21,Nortriptyline
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,Benazepril
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,Amoxapine
O=c1[nH]cc(F)c(=O)[nH]1,Fluorouracil
CN(C)C(=O)Oc1ccc[n+](C)c1,Pyridostigmine
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,Desoximetasone
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,Zafirlukast
CCCc1cc(=O)[nH]c(=S)[nH]1,Propylthiouracil
OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,Pentostatin
COc1c2occc2cc2ccc(=O)oc12,Methoxsalen
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,Piroxicam
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,Lamotrigine
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,Hydroxyzine
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N=C(N)N,Zanamivir
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,Bosentan
CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,Tigecycline
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,Doxapram
NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,Benzthiazide
CN(Cc1cnc2nc(=N)[nH]c(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,Methotrexate
NC(=O)N1c2ccccc2C=Cc2ccccc21,Carbamazepine
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Cephalexin
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Cinnarizine
CC(C)NCC(O)COc1cccc2ccccc12,Propranolol
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,Atropine
CC(C(=O)O)c1cccc(Oc2ccccc2)c1,Fenoprofen
CCNC(C)Cc1cccc(C(F)(F)F)c1,Fenfluramine
Clc1cccc(Cl)c1NC1=NCCN1,Clonidine
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,Sulfamethizole
CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,Valaciclovir
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,Carbenicillin
OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,Mazindol
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,Valdecoxib
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,Lactulose
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,Voriconazole
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,Enalapril
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,Nizatidine
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,Diclofenac
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Fluticasone propionate
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,Lisuride
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,Doxazosin
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,Fluocinolone acetonide
C1CNCCN1,Piperazine
CCC1(C)CC(=O)NC1=O,Ethosuximide
N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,Amiloride
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,Oxytetracycline
C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,Ulobetasol
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,Labetalol
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,Thiopental
Oc1ccc(OCc2ccccc2)cc1,Monobenzone
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,Linezolid
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Medroxyprogesterone acetate
COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,Cisapride
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,Sulindac
NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,Cyclothiazide
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,Nafcillin
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,Chloroquine
CCc1cc(C(N)=S)ccn1,Ethionamide
C[C@H](N)[C@H](O)c1cccc(O)c1,Metaraminol
Oc1ccc2c(c1)[C@]13CCCC[C@@]1(O)[C@H](C2)N(CC1CCC1)CC3,Butorphanol
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,Bisoprolol
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,Amodiaquine
CCC1(C)OC(=O)N(C)C1=O,Paramethadione
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,Demeclocycline
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Imatinib
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,Triamcinolone
C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,Oxandrolone
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,Nicardipine
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,Fluphenazine
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Testosterone
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,Efavirenz
O=C(O)c1cccnc1,Niacin
O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,Clorazepic acid
NC(N)=NN=Cc1c(Cl)cccc1Cl,Guanabenz
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,Clofarabine
Cc1cccc([C@H](C)c2c[nH]cn2)c1C,Dexmedetomidine
CC(=O)NS(=O)(=O)c1ccc(N)cc1,Sulfacetamide
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,Prednisone
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,Clofibrate
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,Astemizole
Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,Butoconazole
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Adenosine
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,Simvastatin
Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,Pemetrexed
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,Mebendazole
CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,Dyclonine
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,Dextropropoxyphene
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,Mitotane
Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,Stavudine
Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2,Leucovorin
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,Dyphylline
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,Pentazocine
CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,Latanoprost
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,Estrone
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,Trazodone
CNC1(C)C2CCC(C2)C1(C)C,Mecamylamine
C=CCN.ClCC1CO1,Sevelamer
Cc1cc(C)cc(OCC2CNC(=O)O2)c1,Metaxalone
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,Verapamil
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,Trimethobenzamide
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,Flumethasone
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,Sulfametopyrazine
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,Nilutamide
CNC[C@H](O)c1ccc(O)c(O)c1,Epinephrine
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Sumatriptan
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,Pirenzepine
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,Cefixime
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,Chlorpropamide
C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Aprepitant
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,Galantamine
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,Tamoxifen
O=C(OCc1ccccc1)c1ccccc1,Benzyl benzoate
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,Losartan
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,Thioridazine
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,Moricizine
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,Warfarin
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Midazolam
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,Tobramycin
N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,Trovafloxacin
O=S(=O)(O)O[C@@H]1[C@@H](OS(=O)(=O)O)[C@H](O[C@@H]2CO[C@@H](O)[C@H](OS(=O)(=O)O)[C@H]2OS(=O)(=O)O)OC[C@H]1O,Pentosan polysulfate
C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,Fludrocortisone
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,Mycophenolate mofetil
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Cephaloglycin
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,Flurazepam
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,Moexipril
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,Phentolamine
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,Fluorescein
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,Daunorubicin
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,Furosemide
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,Ergotamine
Clc1ccc2nsnc2c1NC1=NCCN1,Tizanidine
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,Nitrofurantoin
COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,Eplerenone
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,Amprenavir
CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,Methazolamide
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,Naltrexone
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,Delavirdine
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,Tamsulosin
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,Sufentanil
Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,Lamivudine
CCN(CC)C(=O)N1CCN(C)CC1,Diethylcarbamazine
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,Flurbiprofen
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,Oxacillin
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,Apomorphine
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,Paroxetine
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,Nedocromil
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,Norethisterone
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,Adefovir dipivoxil
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,Azatadine
CCN(CC)CCOC(=O)c1ccc(N)cc1,Procaine
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,Lisinopril
COc1ccc(OC)c(C(O)C(C)N)c1,Methoxamine
CC(C)Cn1cnc2c(N)nc3ccccc3c21,Imiquimod
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,Trimipramine
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,Rocuronium
c1ccc2[nH]c(-c3cscn3)nc2c1,Thiabendazole
CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,Nateglinide
C[n+]1ccccc1/C=N/O,Pralidoxime
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Risperidone
CN(CC=Cc1ccccc1)Cc1cccc2ccccc12,Naftifine
COc1ccc2[nH]c([S@@](=O)Cc3ncc(C)c(OC)c3C)nc2c1,Esomeprazole
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,Meclizine
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,Pentamidine
CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,Hetacillin
Nc1nc2ccc(OC(F)(F)F)cc2s1,Riluzole
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,Hydrocortisone
CC(c1cc2ccccc2s1)N(O)C(N)=O,Zileuton
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,Modafinil
CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,Scopolamine
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,Carbinoxamine
