ID,pIC50,SMILES,IC50(nM)
BDBM205912|CHEMBL3941461,7.540607512240769,C#CCCOC(=O)N1CCc2c(F)ccc(-c3cc(CC(=O)O)ccc3OCC)c2C1,28.8
CHEMBL2391509,6.292429823902063,C/C(=C(/C#N)C(=O)Nc1ccccc1)c1cn(CC(=O)O)c2ccccc12,510.0
BDBM50435105,6.292429823902063,C/C(=C(/C#N)C(O)=Nc1ccccc1)c1cn(CC(=O)O)c2ccccc12,510.0
BDBM205910|CHEMBL3946352,8.602059991327963,C=C(C)CCOC(=O)N1CCc2c(F)ccc(-c3cc(CC(=O)O)ccc3OCC)c2C1,2.5
71552009,6.292429823902063,CC(=C(C#N)C(=O)Nc1ccccc1)c1cn(CC(=O)O)c2ccccc12,510.0
10430988|BDBM50312297|CHEMBL1079652,6.366531544420413,CC(=O)N(Cc1ccccc1)C1CC(C)N(C(=O)c2ccccc2)c2ccccc21,430.0
BDBM50312303|CHEMBL1079659,6.6777807052660805,CC(=O)N(c1ccccc1)C1CC(C)N(C(=O)/C=C/c2ccccc2)c2ccccc21,210.0
5290618,6.6777807052660805,CC(=O)N(c1ccccc1)C1CC(C)N(C(=O)C=Cc2ccccc2)c2ccccc21,210.0
10069458|BDBM50312301|CHEMBL1079657,5.756961951313706,CC(=O)N(c1ccccc1)C1CC(C)N(C(=O)Cc2ccccc2)c2ccccc21,1750.0
46878931|BDBM50312302|CHEMBL1079658,6.040958607678906,CC(=O)N(c1ccccc1)C1CC(C)N(C(=O)OCc2ccccc2)c2ccccc21,910.0
2835229|BDBM50312310|CHEMBL1080342,7.468521082957745,CC(=O)N(c1ccccc1)C1CC(C)N(C(=O)c2ccc(C(C)(C)C)cc2)c2ccccc21,34.0
46879286|BDBM50312308|CHEMBL1081938,7.036212172654444,CC(=O)N(c1ccccc1)C1CC(C)N(C(=O)c2ccc(C)c(C)c2)c2ccccc21,92.0
46879285|BDBM50312307|CHEMBL1081774,7.3872161432802645,CC(=O)N(c1ccccc1)C1CC(C)N(C(=O)c2ccc(C)cc2)c2ccccc21,41.0
10251489|BDBM50312309|CHEMBL1080341,7.031517051446064,CC(=O)N(c1ccccc1)C1CC(C)N(C(=O)c2ccc(Cl)cc2)c2ccccc21,93.0
46879319|BDBM50312290|CHEMBL1079854,7.585026652029182,CC(=O)N(c1ccccc1)C1CC(C)N(C(=O)c2ccc(OC(F)(F)F)cc2)c2ccccc21,26.0
46879342|BDBM50312311|CHEMBL1080198,7.886056647693163,CC(=O)N(c1ccccc1)C1CC(C)N(C(=O)c2ccc(Oc3ccccc3)cc2)c2ccccc21,13.0
46879284|BDBM50312306|CHEMBL1081773,7.130768280269024,CC(=O)N(c1ccccc1)C1CC(C)N(C(=O)c2cccc(C)c2)c2ccccc21,74.0
21093095|46879377,6.917214629683549,CC(=O)N(c1ccccc1)C1CC(C)N(C(=O)c2cccc(OC(F)(F)F)c2)c2ccccc21,121.0
1101166|1101169,6.660548558693559,CC(=O)N(c1ccccc1)C1CC(C)N(C(=O)c2ccccc2)c2ccccc21,218.5
46878930|BDBM50312305|CHEMBL1081577,5.847711655616943,CC(=O)N(c1ccccc1)C1CC(C)N(C(=O)c2ccccc2C)c2ccccc21,1420.0
22935741|BDBM50312299|CHEMBL1079653,6.698970004336019,CC(=O)N(c1ccccc1)C1CC(C)N(Cc2ccccc2)c2ccccc21,200.0
BDBM50312300|CHEMBL1081772,4.207608310501746,CC(=O)N(c1ccccc1)C1CC(C)N(S(=O)(=O)c2ccccc2)c2ccccc21,62000.0
BDBM50312285|CHEMBL1081534,7.183758700008217,CC(=O)N(c1ccccc1)[C@@H]1C[C@H](C)N(C(=O)c2cccc(OC(F)(F)F)c2)c2ccccc21,65.5
BDBM50312283|CHEMBL1080622,6.404503778174426,CC(=O)N(c1ccccc1)[C@@H]1C[C@H](C)N(C(=O)c2ccccc2)c2ccccc21,394.0
BDBM50312284|CHEMBL1081535,6.66354026615147,CC(=O)N(c1ccccc1)[C@H]1C[C@@H](C)N(C(=O)c2cccc(OC(F)(F)F)c2)c2ccccc21,217.0
BDBM50312312|CHEMBL1080627,6.376750709602099,CC(=O)N(c1ccccc1)[C@H]1C[C@@H](C)N(C(=O)c2ccccc2)c2ccccc21,420.0
46229939|BDBM50309258|CHEMBL591983,6.521433504406156,CC(=O)N1CCC(c2ccccc2)(c2nc(-c3ccc(Cl)cc3)c(CC(=O)O)s2)CC1,301.0
46229991|BDBM50309329|CHEMBL607084,6.443697499232712,CC(=O)N1CCN(c2cc(-c3nc(C(c4ccc(F)cc4)c4ccc(F)cc4)sc3CC(=O)O)ccn2)CC1,360.0
11521904|BDBM50435110|CHEMBL2391535,5.795880017344075,CC(=O)N1CCc2c(c3ccccc3n2CC(=O)O)C1,1600.0
5197257|CHEMBL1079486,5.441291429466834,CC(=O)NC1CC(C)N(C(=O)c2ccccc2)c2ccccc21,3620.0
CHEMBL3667665,7.534617148551582,CC(=O)Nc1ccc(-c2c(C)c(CC(=O)O)cc3ccc(Cl)cc23)cc1,29.2
70687779|CHEMBL2023637,6.481486060122112,CC(=O)Nc1ccc(C(=O)c2ncc(CC(=O)O)c3ccccc23)cc1,330.0
11315250|CHEMBL1917436,7.251811972993799,CC(=O)Nc1ccc2c(c1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,56.0
11682247|CHEMBL1917457,7.7447274948966935,CC(=O)Nc1cccc2c1c(Oc1ccc(Cl)cc1)c(C)n2CC(=O)O,18.0
10409908|CHEMBL1917449,8.148741651280925,CC(=O)Nc1cccc2c1c(S(=O)(=O)c1ccc(Cl)cc1)c(C)n2CC(=O)O,7.1
11292191|CHEMBL1914489,8.366531544420413,CC(=O)Nc1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,4.3
CHEMBL3896506,6.0670191780768015,CC(=O)Nc1nc2c(s1)C(c1cc(Cl)ccc1OCC(=O)O)N(C(=O)OCc1ccccc1)CC2,857.0
19261363|BDBM50200252|CHEMBL384130,5.599462010608054,CC(=O)c1cc(Br)ccc1OCC(=O)O,2515.0
45486095|BDBM50302810|CHEMBL584933,6.42021640338319,CC(=O)c1ccc(Oc2cccc(CC(=O)O)c2)c(NS(=O)(=O)c2ccccc2)c1,380.0
11544651|BDBM50387209|CHEMBL2048184,6.638272163982407,CC(=O)c1cccc(CSc2nc3ccccc3n2CC(=O)O)c1,230.0
53248845|54580744,7.782516055786093,CC(C(=O)N(C)C1CCc2c(CC(=O)O)c3ccccc3n2C1)c1ccc(F)cc1,16.5
45109984|45112038,7.425968732272281,CC(C(=O)N(C)C1CCc2c(CC(=O)O)c3cccnc3n2C1)c1ccc(F)cc1,37.50000000000001
56653431|BDBM50381834|CHEMBL2023658,6.698970004336019,CC(C)(C(=O)O)c1cnc(C(=O)c2ccc(C(=O)NCCc3ccc(Cl)cc3)cc2)c2ccccc12,200.0
44390354|BDBM50162896|CHEMBL369330,6.920818753952375,CC(C)(C)C1CCc2c(c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3n2CC(=O)O)C1,120.0
BDBM189168|CHEMBL3970419,6.022276394711152,CC(C)(C)CC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,950.0
BDBM189193,8.886056647693163,CC(C)(C)CCOC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,1.3
CHEMBL3909133,8.886056647693163,CC(C)(C)CCOC(=O)N1CCc2ncsc2[C@H]1c1cc(Cl)ccc1OCC(=O)O,1.3
BDBM50363928,8.259637310505756,CC(C)(C)N=C(O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(C3CC3)cc2Cl)c1,5.5
BDBM50363927,7.853871964321762,CC(C)(C)N=C(O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2Cl)c1,14.0
BDBM50363920,7.920818753952375,CC(C)(C)N=C(O)c1ccc(Oc2ccc(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(Cl)cc2)c1,12.0
BDBM50363922,8.070581074285707,CC(C)(C)N=C(O)c1ccc(Oc2ccc(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,8.5
42641863|CHEMBL1951575,8.371611069949688,CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(C3CC3)cc2Cl)c1,4.25
44128594|CHEMBL1951574,7.939302159646388,CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2Cl)c1,11.5
57391799|CHEMBL1951555,7.978810700930062,CC(C)(C)NC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(Cl)cc2)c1,10.5
57393533|CHEMBL1951569,8.170696227168975,CC(C)(C)NC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,6.75
BDBM205950|CHEMBL3976895,8.55284196865778,CC(C)(C)Oc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,2.8
BDBM205959|CHEMBL3971828,8.431798275933005,CC(C)(C)Oc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,3.7
719761|BDBM50200269|CHEMBL386348,6.616184634019569,CC(C)(C)c1cc(Br)ccc1OCC(=O)O,242.0
BDBM205831|CHEMBL3898400,7.8297382846050425,CC(C)(CC(=O)N1CCc2c(F)ccc(-c3cc(CC(=O)O)ccc3OCC(F)(F)F)c2C1)c1ccccc1,14.8
BDBM205817|CHEMBL3949839,8.050609993355087,CC(C)(CC(=O)N1CCc2c(F)ccc(-c3ccc(CC(=O)O)cc3OCC(F)(F)F)c2C1)c1ccccc1,8.9
56839590|BDBM50384473,7.337242168318426,CC(C)CC(=O)N(Cc1ccc(S(C)(=O)=O)cc1)c1cc(F)cc(-c2nn[nH]n2)c1,46.0
CHEMBL2036222,7.337242168318426,CC(C)CC(=O)N(Cc1ccc(S(C)(=O)=O)cc1)c1cc(F)cc(-c2nnn[nH]2)c1,46.0
BDBM189195,9.397940008672037,CC(C)CCOC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,0.4
CHEMBL3918066,9.397940008672037,CC(C)CCOC(=O)N1CCc2ncsc2[C@H]1c1cc(Cl)ccc1OCC(=O)O,0.4
BDBM173245|CHEMBL3674033,8.698970004336019,CC(C)CN(c1nc2cc(F)ccc2o1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,2.0
BDBM189226|CHEMBL3896656,7.7495799976911055,CC(C)COC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,17.8
BDBM205729|CHEMBL3917166,8.892790030352131,CC(C)COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,1.28
BDBM173243|CHEMBL3674031,8.522878745280337,CC(C)N(c1nc2cc(F)ccc2o1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,3.0
BDBM120033,6.092051478387727,CC(C)N(c1ncc(Cl)cn1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,809.0
CHEMBL3680663,6.092051478387727,CC(C)N(c1ncc(Cl)cn1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,809.0
BDBM205885|CHEMBL3912327,8.3767507096021,CC(C)Oc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC(C)(C)c1ccccc1)CC2,4.2
BDBM205877|CHEMBL3929228,8.431798275933005,CC(C)Oc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1ccccn1)CC2,3.7
BDBM205884|CHEMBL3979139,8.920818753952375,CC(C)Oc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC1CCOc3ccccc31)CC2,1.2
BDBM205887|CHEMBL3903314,8.67778070526608,CC(C)Oc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)C[C@@H](C)c1ccccc1)CC2,2.1
BDBM205886|CHEMBL3974255,7.987162775294828,CC(C)Oc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)C[C@H](C)c1ccccc1)CC2,10.3
BDBM205748|CHEMBL3972404,8.638272163982407,CC(C)Oc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,2.3
BDBM205888|CHEMBL3910079,8.795880017344075,CC(C)Oc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,1.6
BDBM205962|CHEMBL3915718,8.853871964321762,CC(C)Oc1ccc(CC(=O)O)cc1-c1ccc(C#N)c2c1CN(C(=O)OCc1ccccc1)CC2,1.4
BDBM205822|CHEMBL3891887,8.229147988357855,CC(C)Oc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)(C)c1ccccc1)CC2,5.9
BDBM205824|CHEMBL3900865,8.795880017344075,CC(C)Oc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1ccccn1)CC2,1.6
BDBM205821|CHEMBL3914404,8.301029995663981,CC(C)Oc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCOc3ccccc31)CC2,5.0
BDBM205827|CHEMBL3937865,9.096910013008056,CC(C)Oc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1COCc3ccccc31)CC2,0.8
BDBM205829|CHEMBL3950100,8.920818753952375,CC(C)Oc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1COc3ccccc31)CC2,1.2
BDBM205828|CHEMBL3922370,8.721246399047171,CC(C)Oc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1OCCc3ccccc31)CC2,1.9
BDBM205823|CHEMBL3945535,8.602059991327963,CC(C)Oc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C[C@@H](C)c1ccccc1)CC2,2.5
BDBM205553|CHEMBL3912881,8.326058001365912,CC(C)Oc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,4.72
BDBM205558|CHEMBL3911837,7.889410289700751,CC(C)Oc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,12.9
BDBM205694|CHEMBL3960097,8.100179497572904,CC(C)Oc1ccc(OCC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,7.94
BDBM205692|CHEMBL3969751,8.860120913598763,CC(C)Oc1ccc(OCC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,1.38
BDBM111613,8.154901959985743,CC(C)Oc1ccc(S(=O)(=O)N2CCC(n3cc(C(=O)O)c4ccc(Cl)cc43)C2)cc1,7.0
BDBM111611,8.920818753952375,CC(C)Oc1ccc(S(=O)(=O)N2CCC(n3cc(CC(=O)O)c4ccc(Cl)cc43)C2)cc1,1.2
BDBM111612,8.537602002101044,CC(C)Oc1ccc(S(=O)(=O)N2CCC(n3cc(CC(=O)O)c4ccc(F)cc43)C2)cc1,2.9
BDBM111607|CHEMBL3693865,8.886056647693163,CC(C)Oc1ccc(S(=O)(=O)N2CCC(n3cc(CC(=O)O)c4ccc(F)cc43)CC2)cc1,1.3
BDBM111608,8.42021640338319,CC(C)Oc1ccc(S(=O)(=O)N2CCC(n3cc(CC(=O)O)c4ccccc43)C2)cc1,3.8
BDBM111610|CHEMBL3693868,8.795880017344075,CC(C)Oc1ccc(S(=O)(=O)N2CCC(n3cc(OC=O)c4ccccc43)CC2)cc1,1.6
BDBM111609,8.522878745280337,CC(C)Oc1ccc(S(=O)(=O)N2CCC(n3nc(CC(=O)O)c4cc(Cl)ccc43)C2)cc1,3.0
CHEMBL3693871,8.154901959985743,CC(C)Oc1ccc(S(=O)(=O)N2CC[C@@H](n3cc(C(=O)O)c4ccc(Cl)cc43)C2)cc1,7.0
CHEMBL3693869,8.920818753952375,CC(C)Oc1ccc(S(=O)(=O)N2CC[C@@H](n3cc(CC(=O)O)c4ccc(Cl)cc43)C2)cc1,1.2
CHEMBL3693870,8.537602002101044,CC(C)Oc1ccc(S(=O)(=O)N2CC[C@@H](n3cc(CC(=O)O)c4ccc(F)cc43)C2)cc1,2.9
CHEMBL3693866,8.42021640338319,CC(C)Oc1ccc(S(=O)(=O)N2CC[C@@H](n3cc(CC(=O)O)c4ccccc43)C2)cc1,3.8
CHEMBL3693867,8.522878745280337,CC(C)Oc1ccc(S(=O)(=O)N2CC[C@H](n3nc(CC(=O)O)c4cc(Cl)ccc43)C2)cc1,3.0
46866378|BDBM50356680|CHEMBL1917595,7.173925197299173,CC(C)S(=O)(=O)c1ccc(Cl)c(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,67.0
46865974|BDBM50356678|CHEMBL1917593,7.040958607678906,CC(C)S(=O)(=O)c1ccc(F)c(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,91.0
BDBM205747|CHEMBL3969003,7.7121982700697735,CC(C)c1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,19.4
46230381|BDBM50309424|CHEMBL605149,5.065501548756432,CC(C)c1ccc(Nc2nc(-c3ccc(Cl)cc3)c(CC(=O)O)s2)cc1,8600.0
56594650|BDBM50356667|CHEMBL1917582,6.443697499232712,CC(C)c1ccc(S(C)(=O)=O)cc1C#Cc1cc(Cl)ccc1OCC(=O)O,360.0
11516353|BDBM50435000|CHEMBL2386073,7.376750709602099,CC(C)c1ccc2c(c1)c1c(n2CC(=O)O)CCN(C(=O)c2ccccc2)C1,42.0
BDBM189141|CHEMBL3919356,7.188424994129407,CC(C)c1nc2c(s1)C(c1cc(Cl)ccc1OCC(=O)O)N(C(=O)OCc1ccccc1)CC2,64.8
BDBM205833|CHEMBL3983764,8.09151498112135,CC(CC(=O)N1CCc2c(F)ccc(-c3cc(CC(=O)O)ccc3OCC(F)(F)F)c2C1)c1ccccn1,8.1
BDBM205819|CHEMBL3922667,8.0,CC(CC(=O)N1CCc2c(F)ccc(-c3ccc(CC(=O)O)cc3OCC(F)(F)F)c2C1)c1ccccn1,10.0
BDBM189163|BDBM189166,6.7361273231347765,CC(CC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O)c1ccccc1,183.6
BDBM50312295,5.441291429466834,CC(O)=NC1CC(C)N(C(=O)c2ccccc2)c2ccccc21,3620.0
BDBM155045,7.534617148551582,CC(O)=Nc1ccc(-c2c(C)c(CC(=O)O)cc3ccc(Cl)cc23)cc1,29.2
BDBM50381812,6.481486060122112,CC(O)=Nc1ccc(C(=O)c2ncc(CC(=O)O)c3ccccc23)cc1,330.0
BDBM50357123,7.251811972993799,CC(O)=Nc1ccc2c(c1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,56.0
BDBM50357143,7.7447274948966935,CC(O)=Nc1cccc2c1c(Oc1ccc(Cl)cc1)c(C)n2CC(=O)O,18.0
BDBM50357135,8.148741651280925,CC(O)=Nc1cccc2c1c(S(=O)(=O)c1ccc(Cl)cc1)c(C)n2CC(=O)O,7.1
BDBM50357102,8.366531544420413,CC(O)=Nc1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,4.3
BDBM189244,6.0670191780768015,CC(O)=Nc1nc2c(s1)C(c1cc(Cl)ccc1OCC(=O)O)N(C(=O)OCc1ccccc1)CC2,857.0
54584710,9.221848749616356,CC(Oc1ccc(C(F)(F)F)cc1-c1cccc(C#N)c1)C(=O)O,0.6
BDBM189247|BDBM189248,7.382475465113708,CC(Oc1ccc(Cl)cc1C1c2scnc2CCN1C(=O)OCc1ccccc1)C(=O)O,41.45
51357127,8.886056647693163,CC(Oc1ccc(Cl)cc1CN1CCN(C(=O)Cc2ccc(Cl)cc2)C(C)C1)C(=O)O,1.3
44249133,8.400007822415901,CC(Oc1ccc(F)cc1-c1ccc(C(=O)N2CCCC2(C)C)c(Cl)c1)C(=O)O,3.981
57401748|BDBM50362162|CHEMBL1941123,7.769551078621726,CC(Oc1cccc(CCCn2cc(C(c3ccccc3)c3ccccc3)ccc2=O)c1)C(=O)O,17.0
46880900|BDBM50312915|CHEMBL1087622,8.398755075189479,CC(c1ccccc1)(c1ccccc1)c1nc(-c2ccc(F)cc2)c(CC(=O)O)s1,3.9925
56960164|76318094,8.2839966563652,CC1(C(O)c2ccccc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,5.2
BDBM189175|CHEMBL3922134,7.430626090384954,CC1(C)CC1C(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,37.1
56960163|76328965,7.840132152907433,CC1(Cc2ccccc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,14.45
76336265,8.10790539730952,CC1(c2cc(F)cc(F)c2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,7.8
76325442,7.978810700930062,CC1(c2ccc(Cl)cc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,10.5
76336264,7.991399828238082,CC1(c2ccc(F)cc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,10.2
76318114,8.2839966563652,CC1(c2cccc(C#N)c2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,5.2
56959274|76336263|BDBM50449256|CHEMBL3125326,7.730487055782084,CC1(c2ccccc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,18.6
76314517,8.167491087293763,CC1(c2nc3ccccc3o2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,6.8
56960577,7.764471553092451,CC1(c2nc3ccccc3s2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,17.2
44205720,6.468521082957745,CC1C(c2ccccc2)OC(=O)N1Cc1cc(C(F)(F)F)ccc1-c1cccc(CC(=O)O)c1,340.0
57398275,5.008773924307505,CC1C(c2ccccc2)OC(=O)N1Cc1cc(C(F)(F)F)ccc1-c1cccc(CCC(=O)O)c1,9800.0
57391226,6.443697499232712,CC1C(c2ccccc2)OC(=O)N1Cc1cc(F)ccc1-c1ccc(CC(=O)O)cc1,360.0
BDBM50312293|CHEMBL1081057,5.642065152999546,CC1CC(N(C(=O)/C=C/C(=O)O)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1,2280.0
46879132,5.642065152999546,CC1CC(N(C(=O)C=CC(=O)O)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1,2280.0
22935743|BDBM50312276|CHEMBL1081047,6.267606240177031,CC1CC(N(C(=O)CC(=O)O)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1,540.0
46879022|46879343|46879344|BDBM50312278|CHEMBL1081788,7.782516055786093,CC1CC(N(C(=O)CCC(=O)O)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1,16.5
46879023|BDBM50312277|CHEMBL1081789,7.537602002101044,CC1CC(N(C(=O)CCC(=O)ON)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1,29.0
46879131|BDBM50312292|CHEMBL1081056,7.657577319177793,CC1CC(N(C(=O)CCCC(=O)O)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1,22.0
BDBM50312294|CHEMBL1081058,4.394694953858891,CC1CC(N(C(=O)c2cccc(C(=O)O)c2)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1,40300.0
3753058|BDBM50312280|CHEMBL1079844,6.978810700930062,CC1CC(N(C(=O)c2ccccc2)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1,105.0
17121284|BDBM50312281|CHEMBL1079832,5.259637310505756,CC1CC(N(c2ccccc2)S(=O)(=O)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1,5500.0
11452761|BDBM50162903|CHEMBL359855,8.013228265733755,CC1CCc2c(c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3n2CC(=O)O)C1,9.7
51357125,9.522878745280337,CC1CN(Cc2cc(C(F)(F)F)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(F)cc1,0.3
16678606,7.301029995663981,CC1CN(Cc2cc(Cl)ccc2CC(=O)NS(C)(=O)=O)CCN1S(=O)(=O)Cc1ccccc1,50.0
16678601,8.657577319177793,CC1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,2.2
16678600,9.221848749616356,CC1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1S(=O)(=O)Cc1ccccc1,0.6
16678407,7.102372908709558,CC1CN(Cc2cc(Cl)ccc2CCC(=O)O)CCN1C(=O)Cc1ccccc1,79.0
51357128,6.149966742310231,CC1CN(Cc2cc(Cl)ccc2OC(C)(C)C(=O)O)CCN1S(=O)(=O)c1ccccc1,708.0
11604412,7.1487416512809245,CC1CN(Cc2cc(Cl)ccc2OCC(=O)O)CC(C)N1C(=O)Cc1ccccc1,71.0
51357126,7.698970004336019,CC1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)C(C)(C)c1ccc(Cl)cc1,20.0
51357124,9.301029995663981,CC1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,0.5
11633473,9.0,CC1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(F)cc1,1.0
11633804,8.167491087293763,CC1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1cccc(Cl)c1,6.8
11640298,8.481486060122112,CC1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1,3.3
11554216,8.2518119729938,CC1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1Cl,5.6
11639997|BDBM50339767|CHEMBL1689121,6.8696662315049934,CC1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)c1ccccc1,135.0
11655069|11690704|51357123|CHEMBL1689118,7.9536999803470305,CC1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,11.125
11676516|BDBM50339765|CHEMBL1689122,7.305394801066432,CC1CN(S(=O)(=O)c2ccccc2)CCN1Cc1cc(Cl)ccc1OCC(=O)O,49.5
49843520|BDBM50384464,7.431798275933005,CCC(=O)N(Cc1ccc(C(F)(F)F)cc1)c1cc(F)cc(-c2nn[nH]n2)c1,37.0
CHEMBL2036210,7.431798275933005,CCC(=O)N(Cc1ccc(C(F)(F)F)cc1)c1cc(F)cc(-c2nnn[nH]2)c1,37.0
49871995|BDBM50384476,7.070581074285707,CCC(=O)N(Cc1cccc(O)c1)c1cc(F)cc(-c2nn[nH]n2)c1,85.0
CHEMBL2036217,7.070581074285707,CCC(=O)N(Cc1cccc(O)c1)c1cc(F)cc(-c2nnn[nH]2)c1,85.0
49872871|BDBM50384483,7.1938200260161125,CCC(=O)N(Cc1cccc(OC)c1)c1cc(F)cc(-c2nn[nH]n2)c1,64.0
