ID,pIC50,SMILES,IC50(nM)
BDBM205826|CHEMBL3913364,8.769551078621726,Cc1cccc(CCC(=O)N2CCc3c(F)ccc(-c4cc(CC(=O)O)ccc4OC(C)C)c3C2)n1,1.7
BDBM205835|CHEMBL3975729,7.899629454882437,Cc1cccc(CCC(=O)N2CCc3c(F)ccc(-c4cc(CC(=O)O)ccc4OCC(F)(F)F)c3C2)n1,12.6
BDBM189200|BDBM189229|CHEMBL3925909,8.312025379965444,Cc1cccc(COC(=O)N2CCc3ncsc3C2c2cc(Cl)ccc2OCC(=O)O)c1C,4.875
CHEMBL3931651,8.920818753952375,Cc1cccc(COC(=O)N2CCc3ncsc3[C@H]2c2cc(Cl)ccc2OCC(=O)O)c1C,1.2
70682000|BDBM50387227|CHEMBL2048165,6.978810700930062,Cc1cccc(CSc2nc3ccccc3n2CC(=O)O)c1,105.0
53325911,7.886056647693163,Cc1cccc(S(=O)(=O)N(C)C2CCc3c(CC(=O)O)c4ccccc4n3C2)c1,13.0
BDBM50333855|CHEMBL1643794,7.886056647693163,Cc1cccc(S(=O)(=O)N(C)[C@@H]2CCc3c(CC(=O)O)c4ccccc4n3C2)c1,13.0
BDBM50435084|CHEMBL2391530,6.853871964321762,Cc1cccc2c(/C=C(\C#N)C(=O)N(C)c3ccccc3)cn(CC(=O)O)c12,140.0
71552247,6.853871964321762,Cc1cccc2c(C=C(C#N)C(=O)N(C)c3ccccc3)cn(CC(=O)O)c12,140.0
BDBM50435087|CHEMBL2390962,8.0,Cc1cccc2c1c(/C=C(\C#N)C(=O)N(C)c1ccccc1)cn2CC(=O)O,10.0
71552163,8.0,Cc1cccc2c1c(C=C(C#N)C(=O)N(C)c1ccccc1)cn2CC(=O)O,10.0
11559328|BDBM50434998|CHEMBL2386067,6.97061622231479,Cc1cccc2c3c(n(CC(=O)O)c12)CCN(C(=O)c1ccccc1)C3,107.0
BDBM189153,8.187086643357144,Cc1ccccc1C1CC1C(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,6.5
CHEMBL3890911,8.187086643357144,Cc1ccccc1C1CC1C(=O)N1CCc2ncsc2[C@@H]1c1cc(Cl)ccc1OCC(=O)O,6.5
BDBM189157|CHEMBL3968601,7.59176003468815,Cc1ccccc1CCC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,25.6
70682001|BDBM50387226|CHEMBL2048166,6.09151498112135,Cc1ccccc1CSc1nc2ccccc2n1CC(=O)O,810.0
53316672,7.568636235841012,Cc1ccccc1S(=O)(=O)N(C)C1CCc2c(CC(=O)O)c3ccccc3n2C1,27.0
BDBM50333853|CHEMBL1643792,7.568636235841012,Cc1ccccc1S(=O)(=O)N(C)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,27.0
BDBM155044|CHEMBL3667664,8.080921907623926,Cc1ccccc1S(=O)(=O)Nc1ccc(-c2c(C)c(CC(=O)O)cc3ccc(Cl)cc23)cc1,8.3
BDBM154982|CHEMBL3667608,8.795880017344075,Cc1ccccc1S(=O)(=O)c1ccc(-c2c(C)c(CC(=O)O)cc3ccc(F)cc23)cc1,1.6
76317265|BDBM50444805|CHEMBL3099107,6.657577319177793,Cc1ccccc1S(=O)(=O)c1ccccc1Cc1c(-c2ccccc2)nn(CC(=O)O)c1C,220.0
71225530|BDBM50035085|CHEMBL3338293,7.809668301829708,Cc1ccn2c(CC(=O)O)cc(-c3ccc(C(F)(F)F)cc3Cc3c(C)noc3C3CC3)c2n1,15.5
BDBM120024,6.97061622231479,Cc1ccnc(N(C)C2CCc3c(c4cc(F)ccc4n3CC(=O)O)C2)n1,107.0
CHEMBL3680654,6.97061622231479,Cc1ccnc(N(C)[C@H]2CCc3c(c4cc(F)ccc4n3CC(=O)O)C2)n1,107.0
BDBM111604|CHEMBL3639927,8.309803919971486,Cc1cn(C2CCN(S(=O)(=O)c3ccc(OC(C)C)cc3)C2)c2cc(Cl)ccc12,4.9
BDBM111600|CHEMBL3693859,8.744727494896694,Cc1cn(C2CCN(S(=O)(=O)c3ccc(OC(C)C)cc3)C2)c2ccc(Cl)cc12,1.8
BDBM111602|CHEMBL3693861,8.698970004336019,Cc1cn(C2CCN(S(=O)(=O)c3ccc(OC(C)C)cc3)CC2)c2cc(Cl)ccc12,2.0
BDBM111598|CHEMBL3693857,8.387216143280265,Cc1cn(C2CCN(S(=O)(=O)c3ccc(OC(C)C)cc3)CC2)c2ccc(Cl)cc12,4.1
BDBM111606|CHEMBL3693864,8.657577319177793,Cc1cn(C2CCN(S(=O)(=O)c3ccc(OC(C)C)cc3)CC2)c2ccc(F)cc12,2.2
BDBM111597|CHEMBL3693856,8.327902142064282,Cc1cn(C2CCN(S(=O)(=O)c3ccc(OC(C)C)cc3)CC2)c2ccccc12,4.7
BDBM173235|CHEMBL3674023,8.698970004336019,Cc1cnc(N(C)C2CCc3c(CC(=O)O)c4ccc(Cl)cc4n3C2)nc1,2.0
71226106|BDBM50035073|CHEMBL3338281,7.1938200260161125,Cc1cnn(C)c1Cc1cc(C(F)(F)F)ccc1-c1cn(CC(=O)O)c2ccc(F)cc12,64.0
BDBM120052|CHEMBL3680681,8.013228265733755,Cc1csc(N(C)C2CCc3c(c4cc(F)ccc4n3CC(=O)O)C2)n1,9.7
53322311|BDBM50338161|CHEMBL1684730,5.823908740944319,Cc1csc2c1c(CC(=O)O)c(C)n2Cc1ccc(S(C)(=O)=O)cc1,1500.0
53319673|BDBM50338160|CHEMBL1684729,5.886056647693163,Cc1csc2c1c(CC(=O)O)c(C)n2S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,1300.0
3159627|BDBM50309299|CHEMBL592460,4.633577042774027,Cc1nc(-c2ccc(Cl)cc2)c(CC(=O)O)s1,23250.0
15950020|CHEMBL260215,6.627087997029893,Cc1nc(CN2C(=O)CC3(C2=O)C(=O)N(CC(=O)O)c2ccc(Cl)cc23)cs1,236.0
BDBM173239|CHEMBL3674027,7.1487416512809245,Cc1nc(N(C)C2CCc3c(CC(=O)O)c4ccc(Cl)cc4n3C2)c2ccccc2n1,71.0
BDBM120030,7.259637310505756,Cc1nc(N(C)C2CCc3c(c4cc(F)ccc4n3CC(=O)O)C2)c2ccccc2n1,55.0
CHEMBL3680660,7.259637310505756,Cc1nc(N(C)[C@H]2CCc3c(c4cc(F)ccc4n3CC(=O)O)C2)c2ccccc2n1,55.0
BDBM189138|BDBM189139,6.54401376093268,Cc1nc2c(s1)C(c1cc(Cl)ccc1OCC(=O)O)N(C(=O)C1CC1c1ccccc1)CC2,285.75
BDBM189143|BDBM189146|BDBM189147|CHEMBL3910423,8.207608310501746,Cc1nc2c(s1)C(c1cc(Cl)ccc1OCC(=O)O)N(C(=O)OCc1ccccc1)CC2,6.2
CHEMBL3895907,8.326979092871104,Cc1nc2c(s1)[C@@H](c1cc(Cl)ccc1OCC(=O)O)N(C(=O)OCc1ccccc1)CC2,4.71
CHEMBL3937242,8.823908740944319,Cc1nc2c(s1)[C@@H](c1cc(Cl)ccc1OCC(=O)O)N(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,1.5
CHEMBL3967188,6.183758700008217,Cc1nc2c(s1)[C@H](c1cc(Cl)ccc1OCC(=O)O)N(C(=O)OCc1ccccc1)CC2,655.0
CHEMBL3976298,6.2441251443275085,Cc1nc2c(s1)[C@H](c1cc(Cl)ccc1OCC(=O)O)N(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,570.0
BDBM50434457,5.933674074637962,Cc1nn(-c2cccc(N=C(O)[C@H]3C[C@@H]3c3ccccc3)c2)c(C)c1CC(=O)O,1165.0
71624847,6.638272163982407,Cc1nn(-c2cccc(NC(=O)C3CC3c3ccccc3)c2)c(C)c1CC(=O)O,230.0
CHEMBL2387691,5.933674074637962,Cc1nn(-c2cccc(NC(=O)[C@H]3C[C@@H]3c3ccccc3)c2)c(C)c1CC(=O)O,1165.0
76335454|BDBM50444787|CHEMBL3099126,5.795880017344075,Cc1nn(CC(=O)O)c(C)c1Cc1ccccc1S(=O)(=O)c1ccccc1,1600.0
67606723|BDBM50434458|CHEMBL2387689,5.301029995663981,Cc1nn(Cc2ccc(S(C)(=O)=O)cc2)c(C)c1CC(=O)O,5000.0
67607200|BDBM50434453|CHEMBL2385125,6.050366076200738,Cc1nn(Cc2ccccc2S(=O)(=O)c2ccccc2)c(C)c1CC(=O)O,890.5
71223554|BDBM50035077|CHEMBL3338285,8.397940008672037,Cc1nnc(C2CC2)n1Cc1cc(C(F)(F)F)ccc1-c1cn(CC(=O)O)c2ccc(F)cc12,4.0
71226404|BDBM50035078|CHEMBL3338286,8.096910013008056,Cc1nnc(C2CC2)n1Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(F)cc21,8.0
BDBM120056|CHEMBL3680685,6.896196279044043,Cc1nnc(N(C)C2CCc3c(c4cc(F)ccc4n3CC(=O)O)C2)s1,127.0
24776295|CHEMBL411513,7.638272163982407,Cc1noc(-c2ccccc2)c1CN1C(=O)CC2(C1=O)C(=O)N(CC(=O)O)c1ccc(Cl)cc12,23.0
24776298|CHEMBL259940,8.307814275189845,Cc1noc(-c2ccccc2)c1CN1CC2(CC1=O)C(=O)N(CC(=O)O)c1ccc(Cl)cc12,4.9225
118715191|BDBM50035153|CHEMBL3338302,8.221848749616356,Cc1noc(C)c1-c1cccc(-c2c(C)n(CC(=O)O)c3ccc(F)cc23)c1,6.0
BDBM189170|CHEMBL3944302,6.0245681914907365,Cc1noc(C)c1CCC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,945.0
15949576|CHEMBL409096,6.657577319177793,Cc1noc(C)c1CN1C(=O)CC2(C1=O)C(=O)N(CC(=O)O)c1ccc(Cl)cc12,220.0
118715188|BDBM50035082|CHEMBL3338290,7.698970004336019,Cc1noc(C)c1Cc1cc(C(F)(F)F)ccc1-c1cn(CC(=O)O)c2ccc(F)cc12,20.0
53317642,6.6020599913279625,Cc1noc(C)c1S(=O)(=O)N(C)C1CCc2c(CC(=O)O)c3ccccc3n2C1,250.0
BDBM50333863|CHEMBL1643803,6.6020599913279625,Cc1noc(C)c1S(=O)(=O)N(C)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,250.0
71482237|BDBM50035087|CHEMBL3338295,7.414539270491499,Cc1noc(C2CC2)c1Cc1cc(C(F)(F)F)ccc1-c1cn(CC(=O)O)c2ccc(C(F)(F)F)nc12,38.5
71223324|BDBM50035083|CHEMBL3338291,7.431798275933005,Cc1noc(C2CC2)c1Cc1cc(C(F)(F)F)ccc1-c1cn(CC(=O)O)c2ccc(F)cc12,37.0
118715189|BDBM50035090|CHEMBL3338298,8.154901959985743,Cc1noc(C2CC2)c1Cc1cc(Cl)ccc1-n1cc(CC(=O)O)c2ccc(Cc3ccccc3)nc21,7.0
71227039|BDBM50035084|CHEMBL3338292,7.576754126063192,Cc1noc(C2CC2)c1Cc1cc(F)ccc1-c1cn(CC(=O)O)c2ccc(C(F)(F)F)cc12,26.5
24776294|CHEMBL262887,7.6777807052660805,Cc1onc(-c2ccccc2)c1CN1C(=O)CC2(C1=O)C(=O)N(CC(=O)O)c1ccc(Cl)cc12,21.0
626746|BDBM50357118|CHEMBL1917463,6.100179497572904,Cn1c(CC(=O)O)c(Sc2ccccc2)c2ccccc21,794.0
46229798|BDBM50309313|CHEMBL602926,5.619788758288394,Cn1cc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)cn1,2400.0
BDBM189156|CHEMBL3955066,7.804100347590766,Cn1cc(CCC(=O)N2CCc3ncsc3C2c2cc(Cl)ccc2OCC(=O)O)c2ccccc21,15.7
BDBM50435098|CHEMBL2391516,8.0,N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(=O)N(CCc1ccccc1)c1ccccc1,10.0
BDBM50435099|CHEMBL2391515,7.522878745280337,N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(=O)N(Cc1ccccc1)c1ccccc1,30.0
BDBM50435100|CHEMBL2391514,7.522878745280337,N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(=O)N(c1ccccc1)C1CCCCC1,30.0
BDBM50435080|CHEMBL2391518,7.468521082957745,N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(=O)N1CCCc2ccccc21,34.0
BDBM50435097|CHEMBL2391517,7.221848749616356,N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(=O)N1CCc2ccccc21,60.0
BDBM50435096|CHEMBL2391519,8.154901959985743,N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(=O)N1Cc2ccccc2Cc2ccccc21,7.0
CHEMBL2391505,6.259637310505756,N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(=O)Nc1cccc(Br)c1,550.0
CHEMBL2391506,6.366531544420413,N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(=O)Nc1ccccc1,430.0
BDBM50435109,6.259637310505756,N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(O)=Nc1cccc(Br)c1,550.0
BDBM50435108,6.366531544420413,N#C/C(=C\c1cn(CC(=O)O)c2ccccc12)C(O)=Nc1ccccc1,430.0
CHEMBL2391507,5.229147988357855,N#C/C(=C\c1cn(CCC(=O)O)c2ccccc12)C(=O)Nc1ccccc1,5900.0
BDBM50435107,5.229147988357855,N#C/C(=C\c1cn(CCC(=O)O)c2ccccc12)C(O)=Nc1ccccc1,5900.0
CHEMBL2391508,5.585026652029182,N#C/C(=C\c1cn(CCCC(=O)O)c2ccccc12)C(=O)Nc1ccccc1,2600.0
BDBM50435106,5.585026652029182,N#C/C(=C\c1cn(CCCC(=O)O)c2ccccc12)C(O)=Nc1ccccc1,2600.0
11619293,8.0,N#CC(=Cc1cn(CC(=O)O)c2ccccc12)C(=O)N(CCc1ccccc1)c1ccccc1,10.0
11532165,7.522878745280337,N#CC(=Cc1cn(CC(=O)O)c2ccccc12)C(=O)N(Cc1ccccc1)c1ccccc1,30.0
11704605,7.522878745280337,N#CC(=Cc1cn(CC(=O)O)c2ccccc12)C(=O)N(c1ccccc1)C1CCCCC1,30.0
11509269,8.0,N#CC(=Cc1cn(CC(=O)O)c2ccccc12)C(=O)N1CCCc2ccccc21,10.0
11646408,7.221848749616356,N#CC(=Cc1cn(CC(=O)O)c2ccccc12)C(=O)N1CCc2ccccc21,60.0
67274014,8.154901959985743,N#CC(=Cc1cn(CC(=O)O)c2ccccc12)C(=O)N1Cc2ccccc2Cc2ccccc21,7.0
1268975,6.301029995663981,N#CC(=Cc1cn(CC(=O)O)c2ccccc12)C(=O)Nc1cccc(Br)c1,500.0
797803,6.366531544420413,N#CC(=Cc1cn(CC(=O)O)c2ccccc12)C(=O)Nc1ccccc1,430.0
71552007,5.229147988357855,N#CC(=Cc1cn(CCC(=O)O)c2ccccc12)C(=O)Nc1ccccc1,5900.0
71552008,5.585026652029182,N#CC(=Cc1cn(CCCC(=O)O)c2ccccc12)C(=O)Nc1ccccc1,2600.0
46230511|BDBM50309305|CHEMBL605763,6.53985418250825,N#Cc1cc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)ccc1F,288.5
54583732|BDBM50345004|CHEMBL1778626,6.899629454882437,N#Cc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,126.0
46229806|BDBM50309407|CHEMBL592217,6.7447274948966935,N#Cc1ccc(-c2ccccc2Cc2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)cc1,180.0
46230424|BDBM50309303|CHEMBL603456,6.0835460514500745,N#Cc1ccc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)cc1,825.0
72736855|CHEMBL3093596,8.10790539730952,N#Cc1ccc(C(=O)Nc2ccc(C(=O)c3ncc(CC(=O)O)c4ccccc34)cc2)cc1,7.8
BDBM50444217,8.10790539730952,N#Cc1ccc(C(O)=Nc2ccc(C(=O)c3ncc(CC(=O)O)c4ccccc34)cc2)cc1,7.8
54585641|BDBM50344996|CHEMBL1778635,9.698970004336019,N#Cc1ccc(F)c(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,0.2
16660133|BDBM50312913|CHEMBL1087500,7.3743789185750925,N#Cc1ccc(N(c2ccccc2)c2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)cc1,42.23
11482181|BDBM50345012|CHEMBL1778618,6.518557371497694,N#Cc1ccc(OCC(=O)O)c(-c2ccccc2)c1,303.0
BDBM189234|CHEMBL3900876,8.468521082957745,N#Cc1ccc(OCC(=O)O)c(C2c3scnc3CCN2C(=O)OCc2ccccc2)c1,3.4
54587655,9.397940008672037,N#Cc1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,0.4
11403482|BDBM50344994|CHEMBL1778636,8.232844133917819,N#Cc1cccc(-c2cc(Cl)ccc2OCC(=O)O)c1,5.85
46229807|BDBM50309406|CHEMBL603187,6.468521082957745,N#Cc1cccc(-c2ccccc2Cc2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)c1,340.0
46230425|BDBM50309304|CHEMBL597323,6.920818753952375,N#Cc1cccc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)c1,120.0
BDBM50302807,7.327902142064282,N=C(O)c1ccc(Oc2cccc(CC(=O)O)c2)c(NS(=O)(=O)c2ccccc2)c1,47.0
BDBM189145,8.657577319177793,N=c1[nH]c2c(s1)C(c1cc(Cl)ccc1OCC(=O)O)N(C(=O)OCc1ccccc1)CC2,2.2
BDBM50309323,7.46344155742847,N=c1cc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)cc[nH]1,34.4
BDBM50309330,6.522878745280337,N=c1ccc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)c[nH]1,300.0
45486044|CHEMBL570850,7.327902142064282,NC(=O)c1ccc(Oc2cccc(CC(=O)O)c2)c(NS(=O)(=O)c2ccccc2)c1,47.0
46230512|BDBM50309306|CHEMBL597333,5.823908740944319,NS(=O)(=O)c1ccc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)cc1,1500.0
46230513|BDBM50309307|CHEMBL597535,6.371611069949688,NS(=O)(=O)c1cccc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)c1,425.0
46229886|BDBM50309324|CHEMBL591749,6.09151498112135,Nc1cc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)cc(F)n1,810.0
16222206|CHEMBL592700,7.707743928643524,Nc1cc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)ccn1,19.599999999999998
46229992|CHEMBL592780,6.698970004336019,Nc1ccc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)cn1,200.0
54583731|BDBM50345010|CHEMBL1778620,5.0500248221703465,Nc1ccc(OCC(=O)O)c(-c2ccccc2)c1,8912.0
45486034|BDBM50302814|CHEMBL568783,6.886056647693163,Nc1ccc(Oc2cccc(CC(=O)O)c2)c(NS(=O)(=O)c2ccc(Cl)cc2)c1,130.0
CHEMBL3904863,8.657577319177793,Nc1nc2c(s1)C(c1cc(Cl)ccc1OCC(=O)O)N(C(=O)OCc1ccccc1)CC2,2.2
67287864,7.657577319177793,O=C(Nc1cccc(-c2ccc(Cl)cc2)n1)c1ccc(Oc2cc3c(cc2Cl)C(C(=O)O)CCO3)cc1,22.0
CHEMBL2181747,7.657577319177793,O=C(Nc1cccc(-c2ccc(Cl)cc2)n1)c1ccc(Oc2cc3c(cc2Cl)[C@H](C(=O)O)CCO3)cc1,22.0
71118141,8.207608310501746,O=C(O)CCC(=O)N(C1CC1)C1c2cc(F)c(Cl)cc2N(C(=O)c2ccc(OC(F)(F)F)cc2)C2CCCC21,6.2
71118509,8.455931955649724,O=C(O)CCC(=O)N(C1CC1)C1c2cc(F)ccc2N(C(=O)c2ccc(OC(F)(F)F)cc2)C2CCCC21,3.5
71128667,8.619788758288394,O=C(O)CCC(=O)N(C1CC1)C1c2cc(F)ccc2N(C(=O)c2ccc(SC(F)(F)F)cc2)C2CCCC21,2.4
145966022,7.229147988357855,O=C(O)CCC(=O)N(C1CC1)C1c2ccc(Cl)cc2N(C(=O)c2ccc(OC(F)(F)F)cc2)C2CCCC21,59.0
71476981,8.769551078621726,O=C(O)CCC(=O)N(C1CC1)C1c2ccc(F)cc2N(C(=O)c2ccc(OC(F)(F)F)cc2)C2CCCC21,1.7
71128670|BDBM50458665|CHEMBL4214909,6.6777807052660805,O=C(O)CCC(=O)N(C1CC1)C1c2ccccc2N(C(=O)OCc2ccccc2)C2CCC21,210.0
71135161|BDBM50458666|CHEMBL4204359,6.920818753952375,O=C(O)CCC(=O)N(C1CC1)C1c2ccccc2N(C(=O)OCc2ccccc2)C2CCCC21,120.0
71139243|BDBM50458695|CHEMBL4209228,6.756961951313706,O=C(O)CCC(=O)N(C1CC1)C1c2ccccc2N(C(=O)OCc2ccccc2)C2CCCCC21,175.0
145966642,8.050609993355087,O=C(O)CCC(=O)N(C1CC1)C1c2ccccc2N(C(=O)c2ccc(F)cc2)C2CCC21,8.9
71118253,8.4089353929735,O=C(O)CCC(=O)N(C1CC1)C1c2ccccc2N(C(=O)c2ccc(OC(F)(F)F)cc2)C2CCC21,3.9
145970970,8.031517051446064,O=C(O)CCC(=O)N(C1CC1)C1c2ccccc2N(C(=O)c2cccc(F)c2)C2CCC21,9.3
145974144,7.7447274948966935,O=C(O)CCC(=O)N(C1CC1)C1c2ccccc2N(C(=O)c2cccc(OC(F)(F)F)c2)C2CCC21,18.0
71128570|BDBM50458668|CHEMBL4217503,7.3872161432802645,O=C(O)CCC(=O)N(C1CC1)C1c2ccccc2N(C(=O)c2ccccc2)C2CCCC21,41.0
145975085,5.539102157243452,O=C(O)CCC(=O)N(C1CC1)C1c2ccccc2N(c2nnc(-c3ccccc3)o2)C2CCCC21,2890.0
BDBM50458672|CHEMBL4203572,7.920818753952375,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2cc(F)c(Cl)cc2N(C(=O)c2ccc(OC(F)(F)F)cc2)[C@H]2CCC[C@H]21,12.0
BDBM50458663|CHEMBL4208457,8.102372908709558,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2cc(F)ccc2N(C(=O)c2ccc(OC(F)(F)F)cc2)[C@H]2CCC[C@H]21,7.9
BDBM50458690|CHEMBL4205047,8.142667503568731,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2cc(F)ccc2N(C(=O)c2ccc(SC(F)(F)F)cc2)[C@H]2CCC[C@H]21,7.2
BDBM50458670|CHEMBL4212838,7.073143291050307,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2ccc(Cl)cc2N(C(=O)c2ccc(OC(F)(F)F)cc2)[C@H]2CCC[C@H]21,84.5
BDBM50458667|CHEMBL4207935,8.397940008672037,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2ccc(F)cc2N(C(=O)c2ccc(OC(F)(F)F)cc2)[C@H]2CCC[C@H]21,4.0
BDBM50458671|CHEMBL4210620,7.920818753952375,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2ccccc2N(C(=O)c2ccc(F)cc2)[C@H]2CC[C@H]21,12.0
BDBM50458681|CHEMBL4215576,8.154901959985743,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2ccccc2N(C(=O)c2ccc(OC(F)(F)F)cc2)[C@H]2CC[C@H]21,7.0
BDBM50458659|CHEMBL4203383,7.933674074637962,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2ccccc2N(C(=O)c2cccc(F)c2)[C@H]2CC[C@H]21,11.65
BDBM50458669|CHEMBL4215049,7.515700160653214,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2ccccc2N(C(=O)c2cccc(OC(F)(F)F)c2)[C@H]2CC[C@H]21,30.5
BDBM50458661|CHEMBL4203979,5.539102157243452,O=C(O)CCC(=O)N(C1CC1)[C@H]1c2ccccc2N(c2nnc(-c3ccccc3)o2)[C@H]2CCC[C@H]21,2890.0
76310898|BDBM50449260|CHEMBL3125330,7.232844133917819,O=C(O)CCCCc1nc2cc(C3=NOC(CO)(c4ccccc4)C3)ccc2c(=O)n1-c1ccc(F)cc1,58.5
76328986|BDBM50449262|CHEMBL3125332,7.4723700991286615,O=C(O)CCCCc1nc2cc(C3=NOC(c4ccccc4)(c4ccccc4)C3)ccc2c(=O)n1-c1ccc(F)cc1,33.7
BDBM205705|CHEMBL3985005,6.539102157243452,O=C(O)CCCOc1ccc(F)cc1-c1cccc2c1CN(C(=O)OCc1ccccc1)CC2,289.0
57390357|BDBM50362164|CHEMBL1941126,7.958607314841775,O=C(O)CCCOc1cccc(CCCn2cc(C(c3ccccc3)c3ccccc3)ccc2=O)c1,11.0
51031012|BDBM50362165|CHEMBL1941127,7.886056647693163,O=C(O)CCCOc1cccc(CCCn2nc(C(c3ccccc3)c3ccccc3)ccc2=O)c1,13.0
46880941|BDBM50312919|CHEMBL1088285,5.684029654543082,O=C(O)CCc1cnc(C(c2ccc(F)cc2)c2ccc(F)cc2)nc1-c1cccc(F)c1,2070.0
46880901|BDBM50312916|CHEMBL1088727,7.42021640338319,O=C(O)CCc1sc(C(c2ccc(F)cc2)c2ccc(F)cc2)nc1-c1cccc(F)c1,38.0
123879,7.6777807052660805,O=C(O)CCn1c2c(c3ccccc31)CC(NS(=O)(=O)c1ccc(F)cc1)CC2,21.0
BDBM50161746|CHEMBL361812,6.724688645458189,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,188.5
15949299|CHEMBL261675,7.086186147616283,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3cc(Cl)cc(Cl)c3)C2=O)c2cc(Cl)ccc21,82.0
24776297|24776307|24776308|CHEMBL409524,7.0996328713435295,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3cc(Cl)ccc3F)C2)c2cc(Cl)ccc21,79.5
15949395|24776306|CHEMBL258965,7.587959669808342,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3cc(Cl)ccc3F)C2=O)c2cc(Cl)ccc21,25.825
15950103|CHEMBL258856,6.739928612014925,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3ccc(F)cc3)C2=O)c2cc(Cl)ccc21,182.0
15949677|15950100|CHEMBL259069,6.95663772197887,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3cccc(Cl)c3)C2=O)c2cc(Cl)ccc21,110.5
15949764|CHEMBL411429,6.528708288941061,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3cccc(F)c3F)C2=O)c2cc(Cl)ccc21,296.0
24776296|CHEMBL258751,5.8696662315049934,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3ccccc3)C2)c2cc(Cl)ccc21,1350.0
15950271|24776300|CHEMBL410333,6.680893940690224,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3ccccc3)C2=O)c2cc(Cl)ccc21,208.5
15950102|24776302|CHEMBL259070,6.772113295386326,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3ccccc3F)C2=O)c2cc(Cl)ccc21,169.0
24776291|CHEMBL411953,7.318758762624412,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3csc(-c4cccc(Cl)c4)n3)C2=O)c2cc(Cl)ccc21,48.0
70692435,8.130768280269024,O=C(O)CN1C(=O)C2(NC(=O)N(Cc3cc(Cl)ccc3F)C2=O)c2cc(Cl)ccc21,7.4
